,study,subject,age,gender,trial,time_elapsed,pump_value,n_pumps,limit,outcome,outcome_ec,outcome_rating,diff_pumps_limit,information_outcome,information_sought,information_received_ec,emotion_change_rating,next_trial_n_pumps,next_trial_bank,next_trial_points
153,E2 money,3,45,male,32,834915,81,5,7,bank,1,135,2,yes,1,1,121,8,1,656
154,E2 money,3,45,male,33,856587,82,8,8,bank,1,200,0,yes,1,1,200,4,0,0
155,E2 money,3,45,male,34,876608,47,4,0,bust,-1,-139,-4,yes,1,1,-123,2,1,46
156,E2 money,3,45,male,35,889464,23,2,8,bank,1,143,6,yes,1,1,49,4,1,244
157,E2 money,3,45,male,36,904054,61,4,12,bank,1,60,8,yes,1,1,97,2,1,88
158,E2 money,3,45,male,37,919190,44,2,8,bank,1,15,6,yes,1,1,51,1,1,23
159,E2 money,3,45,male,38,935726,23,1,1,bank,1,39,0,yes,1,1,94,4,1,276
160,E2 money,3,45,male,39,952226,69,4,6,bank,1,38,2,yes,1,1,147,4,1,156
161,E2 money,3,45,male,40,968342,39,4,9,bank,1,64,5,yes,1,1,76,2,1,52
162,E2 money,3,45,male,41,984215,26,2,10,bank,1,-87,8,yes,1,1,24,5,0,0
163,E2 money,3,45,male,42,1000655,27,5,4,bust,-1,43,-1,yes,1,1,21,5,1,170
164,E2 money,3,45,male,43,1018202,34,5,9,bank,1,48,4,yes,1,1,101,6,0,0
165,E2 money,3,45,male,44,1037439,63,6,3,bust,-1,48,-3,yes,1,1,-94,5,1,475
166,E2 money,3,45,male,45,1054115,95,5,12,bank,1,69,7,yes,1,1,-170,5,1,310
167,E2 money,3,45,male,46,1071004,62,5,8,bank,1,200,3,yes,1,1,104,3,1,201
168,E2 money,3,45,male,47,1087054,67,3,11,bank,1,89,8,yes,1,1,-59,2,1,80
169,E2 money,3,45,male,48,1103391,40,2,12,bank,1,39,10,yes,1,1,-132,5,1,475
170,E2 money,3,45,male,49,1254328,95,5,6,bank,1,200,1,yes,1,1,144,6,1,540
171,E2 money,3,45,male,50,1280477,90,6,9,bank,1,200,3,yes,1,1,181,2,1,78
172,E2 money,3,45,male,51,1293821,39,2,10,bank,1,148,8,yes,1,1,141,5,1,145
173,E2 money,3,45,male,52,1308973,29,5,6,bank,1,71,1,yes,1,1,93,6,1,372
174,E2 money,3,45,male,53,1328887,62,6,6,bank,1,109,0,yes,1,1,200,1,1,18
175,E2 money,3,45,male,54,1351639,18,1,7,bank,1,-125,6,yes,1,1,-144,4,0,0
176,E2 money,3,45,male,55,1367280,60,4,3,bust,-1,-200,-1,yes,1,1,-105,5,0,0
177,E2 money,3,45,male,56,1392460,26,5,2,bust,-1,-200,-3,yes,1,1,-200,6,1,582
178,E2 money,3,45,male,57,1408595,97,6,9,bank,1,146,3,yes,1,1,177,7,0,0
179,E2 money,3,45,male,58,1435191,15,7,3,bust,-1,-200,-4,yes,1,1,-145,4,1,76
180,E2 money,3,45,male,59,1452429,19,4,11,bank,1,162,7,yes,1,1,146,NA,NA,NA
181,E2 money,4,49,male,0,261048,69,3,7,bank,1,77,4,no,0,-1,38,4,0,0
182,E2 money,4,49,male,1,289678,28,4,2,bust,-1,-108,-2,no,0,-1,-14,3,0,0
183,E2 money,4,49,male,2,313413,43,3,0,bust,-1,-97,-3,no,0,-1,-4,3,0,0
184,E2 money,4,49,male,3,335304,98,3,2,bust,-1,-27,-1,no,0,-1,-8,2,1,84
185,E2 money,4,49,male,4,352279,42,2,7,bank,1,30,5,no,0,-1,7,2,1,98
186,E2 money,4,49,male,5,371855,49,2,9,bank,1,53,7,no,0,-1,20,3,0,0
187,E2 money,4,49,male,6,389582,55,3,2,bust,-1,-50,-1,no,0,-1,-16,2,1,118
188,E2 money,4,49,male,7,409325,59,2,10,bank,1,44,8,no,0,-1,17,2,1,98
189,E2 money,4,49,male,8,428351,49,2,8,bank,1,72,6,no,0,-1,12,3,1,3
190,E2 money,4,49,male,9,451866,1,3,5,bank,1,34,2,no,0,-1,-11,4,1,368
191,E2 money,4,49,male,10,485587,92,4,10,bank,1,90,6,no,0,-1,9,5,1,400
192,E2 money,4,49,male,11,512039,80,5,12,bank,1,140,7,no,0,-1,14,5,1,325
193,E2 money,4,49,male,12,532070,65,5,9,bank,1,112,4,no,0,-1,37,7,1,315
194,E2 money,4,49,male,13,551484,45,7,10,bank,1,122,3,no,0,-1,6,5,0,0
195,E2 money,4,49,male,14,578802,100,5,2,bust,-1,-94,-3,no,0,-1,5,3,0,0
196,E2 money,4,49,male,15,602262,39,3,2,bust,-1,-93,-1,no,0,-1,-13,4,1,80
197,E2 money,4,49,male,16,632890,20,4,4,bank,1,46,0,no,0,-1,-9,5,0,0
198,E2 money,4,49,male,17,651868,78,5,1,bust,-1,-62,-4,no,0,-1,-12,5,1,495
199,E2 money,4,49,male,18,670128,99,5,11,bank,1,154,6,no,0,-1,-7,4,1,176
200,E2 money,4,49,male,19,693595,44,4,7,bank,1,105,3,no,0,-1,-5,5,1,350
201,E2 money,4,49,male,20,714573,70,5,10,bank,1,141,5,no,0,-1,-5,6,0,0
202,E2 money,4,49,male,21,746420,90,6,3,bust,-1,-93,-3,no,0,-1,-4,4,0,0
203,E2 money,4,49,male,22,764207,88,4,2,bust,-1,-100,-2,no,0,-1,-5,4,1,128
204,E2 money,4,49,male,23,783089,32,4,10,bank,1,72,6,no,0,-1,5,5,1,40
205,E2 money,4,49,male,24,802506,8,5,6,bank,1,40,1,no,0,-1,12,5,0,0
206,E2 money,4,49,male,25,819427,95,5,4,bust,-1,-156,-1,no,0,-1,-3,5,0,0
207,E2 money,4,49,male,26,837830,83,5,3,bust,-1,-119,-2,no,0,-1,-20,4,0,0
208,E2 money,4,49,male,27,852841,44,4,0,bust,-1,-50,-4,no,0,-1,-9,3,1,33
209,E2 money,4,49,male,28,869094,11,3,7,bank,1,51,4,no,0,-1,-8,7,0,0
210,E2 money,4,49,male,29,885606,4,7,4,bust,-1,-106,-3,no,0,-1,-4,4,1,188
211,E2 money,4,49,male,30,936438,47,4,4,bank,1,81,0,no,0,-1,6,4,0,0
212,E2 money,4,49,male,31,951167,45,4,1,bust,-1,-94,-3,no,0,-1,-7,3,1,222
213,E2 money,4,49,male,32,1004526,74,3,9,bank,1,55,6,no,0,-1,7,3,1,183
214,E2 money,4,49,male,33,1019928,61,3,9,bank,1,35,6,no,0,-1,-18,3,1,72
215,E2 money,4,49,male,34,1045820,24,3,6,bank,1,36,3,no,0,-1,-6,4,1,396
216,E2 money,4,49,male,35,1065029,99,4,4,bank,1,106,0,no,0,-1,6,5,0,0
217,E2 money,4,49,male,36,1080831,8,5,1,bust,-1,-78,-4,no,0,-1,-14,5,0,0
218,E2 money,4,49,male,37,1097899,9,5,0,bust,-1,-121,-5,no,0,-1,-7,5,0,0
219,E2 money,4,49,male,38,1125250,87,5,4,bust,-1,-65,-1,no,0,-1,-16,4,1,380
220,E2 money,4,49,male,39,1160202,95,4,4,bank,1,101,0,no,0,-1,8,3,1,78
221,E2 money,4,49,male,40,1214031,26,3,5,bank,1,74,2,no,0,-1,16,5,0,0
222,E2 money,4,49,male,41,1230087,3,5,4,bust,-1,-22,-1,no,0,-1,-11,5,1,45
223,E2 money,4,49,male,42,1260349,9,5,7,bank,1,31,2,no,0,-1,33,5,0,0
224,E2 money,4,49,male,43,1278239,14,5,0,bust,-1,-69,-5,no,0,-1,-23,3,1,273
225,E2 money,4,49,male,44,1294182,91,3,9,bank,1,50,6,no,0,-1,-10,5,1,45
226,E2 money,4,49,male,45,1312902,9,5,6,bank,1,8,1,no,0,-1,-6,4,0,0
227,E2 money,4,49,male,46,1329195,44,4,1,bust,-1,-62,-3,no,0,-1,-7,4,0,0
228,E2 money,4,49,male,47,1347054,54,4,3,bust,-1,-109,-1,no,0,-1,-11,5,0,0
229,E2 money,4,49,male,48,1365456,1,5,2,bust,-1,-50,-3,no,0,-1,-18,4,1,180
230,E2 money,4,49,male,49,1452610,45,4,8,bank,1,99,4,no,0,-1,-1,5,1,310
231,E2 money,4,49,male,50,1472238,62,5,9,bank,1,27,4,no,0,-1,-4,3,1,249
232,E2 money,4,49,male,51,1488142,83,3,10,bank,1,65,7,no,0,-1,16,5,1,325
233,E2 money,4,49,male,52,1503307,65,5,8,bank,1,115,3,no,0,-1,20,7,1,658
234,E2 money,4,49,male,53,1521314,94,7,7,bank,1,159,0,no,0,-1,47,4,1,4
235,E2 money,4,49,male,54,1539839,1,4,8,bank,1,8,4,no,0,-1,12,4,0,0
236,E2 money,4,49,male,55,1567890,72,4,2,bust,-1,-69,-2,no,0,-1,-12,5,1,420
237,E2 money,4,49,male,56,1591385,84,5,6,bank,1,114,1,no,0,-1,92,5,1,375
238,E2 money,4,49,male,57,1619040,75,5,6,bank,1,127,1,no,0,-1,-19,5,0,0
239,E2 money,4,49,male,58,1641975,69,5,1,bust,-1,-101,-4,no,0,-1,-11,5,0,0
240,E2 money,4,49,male,59,1661869,22,5,2,bust,-1,-53,-3,no,0,-1,-15,NA,NA,NA
241,E2 money,5,68,male,0,304273,85,3,10,bank,1,61,7,no,0,-1,56,3,0,0
242,E2 money,5,68,male,1,347869,88,3,1,bust,-1,-79,-2,no,0,-1,-91,3,1,237
243,E2 money,5,68,male,2,383721,79,3,9,bank,1,75,6,no,0,-1,104,3,1,144
244,E2 money,5,68,male,3,417819,48,3,5,bank,1,96,2,no,0,-1,87,3,1,288
245,E2 money,5,68,male,4,450356,96,3,12,bank,1,96,9,no,0,-1,11,3,0,0
246,E2 money,5,68,male,5,482910,85,3,2,bust,-1,-65,-1,no,0,-1,-95,3,0,0
247,E2 money,5,68,male,6,516754,1,3,2,bust,-1,-58,-1,no,0,-1,-56,3,1,99
248,E2 money,5,68,male,7,548630,33,3,8,bank,1,71,5,no,0,-1,92,3,1,210
249,E2 money,5,68,male,8,576972,70,3,7,bank,1,86,4,no,0,-1,86,3,1,231
250,E2 money,5,68,male,9,603535,77,3,10,bank,1,112,7,no,0,-1,89,3,1,168
251,E2 money,5,68,male,10,630864,56,3,11,bank,1,92,8,no,0,-1,94,3,1,270
252,E2 money,5,68,male,11,660720,90,3,7,bank,1,99,4,no,0,-1,102,3,1,201
253,E2 money,5,68,male,12,686471,67,3,7,bank,1,114,4,no,0,-1,116,3,1,216
254,E2 money,5,68,male,13,713610,72,3,11,bank,1,102,8,no,0,-1,123,3,1,237
255,E2 money,5,68,male,14,743512,79,3,3,bank,1,100,0,no,0,-1,127,3,1,96
256,E2 money,5,68,male,15,777101,32,3,6,bank,1,110,3,no,0,-1,104,3,0,0
257,E2 money,5,68,male,16,806640,51,3,0,bust,-1,129,-3,no,0,-1,-84,3,1,240
258,E2 money,5,68,male,17,832658,80,3,9,bank,1,103,6,no,0,-1,92,3,1,90
259,E2 money,5,68,male,18,861378,30,3,10,bank,1,120,7,no,0,-1,82,3,0,0
260,E2 money,5,68,male,19,894702,75,3,2,bust,-1,93,-1,no,0,-1,-98,3,0,0
261,E2 money,5,68,male,20,925292,77,3,2,bust,-1,-75,-1,no,0,-1,-74,3,1,240
262,E2 money,5,68,male,21,951471,80,3,12,bank,1,88,9,no,0,-1,95,3,1,33
263,E2 money,5,68,male,22,976371,11,3,7,bank,1,65,4,no,0,-1,56,3,1,18
264,E2 money,5,68,male,23,1001107,6,3,3,bank,1,70,0,no,0,-1,104,3,0,0
265,E2 money,5,68,male,24,1026332,42,3,0,bust,-1,-93,-3,no,0,-1,-109,3,1,285
266,E2 money,5,68,male,25,1054401,95,3,12,bank,1,89,9,no,0,-1,62,3,1,30
267,E2 money,5,68,male,26,1076516,10,3,4,bank,1,79,1,no,0,-1,77,3,1,288
268,E2 money,5,68,male,27,1099542,96,3,4,bank,1,100,1,no,0,-1,97,3,1,12
269,E2 money,5,68,male,28,1124503,4,3,10,bank,1,47,7,no,0,-1,12,3,1,21
270,E2 money,5,68,male,29,1147568,7,3,9,bank,1,77,6,no,0,-1,89,3,1,138
271,E2 money,5,68,male,30,1177590,46,3,4,bank,1,100,1,no,0,-1,79,3,1,90
272,E2 money,5,68,male,31,1202459,30,3,7,bank,1,62,4,no,0,-1,83,3,1,222
273,E2 money,5,68,male,32,1224155,74,3,7,bank,1,89,4,no,0,-1,109,3,1,42
274,E2 money,5,68,male,33,1245779,14,3,10,bank,1,69,7,no,0,-1,88,3,0,0
275,E2 money,5,68,male,34,1273197,100,3,0,bust,-1,86,-3,no,0,-1,-50,3,1,78
276,E2 money,5,68,male,35,1296474,26,3,11,bank,1,88,8,no,0,-1,62,3,1,201
