,study,subject,age,gender,trial,time_elapsed,pump_value,n_pumps,limit,outcome,outcome_ec,outcome_rating,diff_pumps_limit,information_outcome,information_sought,information_received_ec,emotion_change_rating,next_trial_n_pumps,next_trial_bank,next_trial_points
250,E4 effort with bonus,5,26,female,9,410591,44,2,0,bust,-1,-74,-2,try harder,1,NA,-188,1,1,64
251,E4 effort with bonus,5,26,female,10,429704,64,1,10,bank,1,110,9,yes,1,1,-200,3,1,96
252,E4 effort with bonus,5,26,female,11,446716,32,3,3,bank,1,83,0,yes,1,1,200,2,1,90
253,E4 effort with bonus,5,26,female,12,463313,45,2,4,bank,1,157,2,yes,1,1,30,9,1,162
254,E4 effort with bonus,5,26,female,13,490497,18,9,9,bank,1,200,0,yes,1,1,200,4,1,216
255,E4 effort with bonus,5,26,female,14,514603,54,4,5,bank,1,99,1,yes,1,1,88,4,1,340
256,E4 effort with bonus,5,26,female,15,533344,85,4,9,bank,1,162,5,try harder,1,NA,-142,4,1,268
257,E4 effort with bonus,5,26,female,16,550840,67,4,7,bank,1,69,3,try harder,1,NA,-200,6,1,186
258,E4 effort with bonus,5,26,female,17,567904,31,6,10,bank,1,140,4,yes,1,1,-109,10,0,0
259,E4 effort with bonus,5,26,female,18,590907,5,10,7,bust,-1,11,-3,yes,1,1,-14,2,1,198
260,E4 effort with bonus,5,26,female,19,607345,99,2,5,bank,1,157,3,yes,1,1,-69,4,1,184
261,E4 effort with bonus,5,26,female,20,628587,46,4,12,bank,1,110,8,yes,1,1,-200,12,0,0
262,E4 effort with bonus,5,26,female,21,650426,5,12,4,bust,-1,12,-8,yes,1,1,117,6,0,0
263,E4 effort with bonus,5,26,female,22,668249,11,6,0,bust,-1,-63,-6,yes,1,1,200,5,1,125
264,E4 effort with bonus,5,26,female,23,692607,25,5,8,bank,1,200,3,yes,1,1,-55,2,1,132
265,E4 effort with bonus,5,26,female,24,706737,66,2,2,bank,1,46,0,yes,1,1,200,4,1,300
266,E4 effort with bonus,5,26,female,25,722354,75,4,7,bank,1,200,3,yes,1,1,-135,5,0,0
267,E4 effort with bonus,5,26,female,26,739610,92,5,2,bust,-1,-154,-3,try harder,1,NA,-165,3,1,180
268,E4 effort with bonus,5,26,female,27,756316,60,3,11,bank,1,89,8,yes,1,1,-143,5,1,445
269,E4 effort with bonus,5,26,female,28,773752,89,5,9,bank,1,200,4,try harder,1,NA,-194,7,1,259
270,E4 effort with bonus,5,26,female,29,792336,37,7,9,bank,1,132,2,yes,1,1,117,10,0,0
271,E4 effort with bonus,5,26,female,30,812828,12,10,3,bust,-1,-129,-7,try harder,1,NA,-117,7,0,0
272,E4 effort with bonus,5,26,female,31,833373,95,7,3,bust,-1,-122,-4,try harder,1,NA,-159,4,0,0
273,E4 effort with bonus,5,26,female,32,849337,76,4,3,bust,-1,-126,-1,yes,1,1,-158,4,1,292
274,E4 effort with bonus,5,26,female,33,866249,73,4,10,bank,1,99,6,try harder,1,NA,-95,3,0,0
275,E4 effort with bonus,5,26,female,34,881225,87,3,0,bust,-1,-153,-3,yes,1,1,200,5,0,0
276,E4 effort with bonus,5,26,female,35,900544,83,5,3,bust,-1,-200,-2,yes,1,1,-113,5,0,0
277,E4 effort with bonus,5,26,female,36,915812,79,5,0,bust,-1,-200,-5,yes,1,1,200,9,0,0
278,E4 effort with bonus,5,26,female,37,933786,13,9,6,bust,-1,-168,-3,try harder,1,NA,-110,3,0,0
279,E4 effort with bonus,5,26,female,38,950736,81,3,1,bust,-1,-44,-2,try harder,1,NA,-84,5,1,90
280,E4 effort with bonus,5,26,female,39,967378,18,5,12,bank,1,81,7,yes,1,1,-102,6,0,0
281,E4 effort with bonus,5,26,female,40,983321,76,6,5,bust,-1,-123,-1,yes,1,1,-194,4,1,352
282,E4 effort with bonus,5,26,female,41,999602,88,4,11,bank,1,134,7,yes,1,1,-145,6,1,498
283,E4 effort with bonus,5,26,female,42,1015486,83,6,6,bank,1,156,0,yes,1,1,200,4,1,364
284,E4 effort with bonus,5,26,female,43,1032237,91,4,8,bank,1,200,4,yes,1,1,-84,12,0,0
285,E4 effort with bonus,5,26,female,44,1051810,7,12,3,bust,-1,-88,-9,yes,1,1,115,4,1,216
286,E4 effort with bonus,5,26,female,45,1066354,54,4,4,bank,1,123,0,yes,1,1,200,6,0,0
287,E4 effort with bonus,5,26,female,46,1081570,19,6,0,bust,-1,-51,-6,yes,1,1,200,5,0,0
288,E4 effort with bonus,5,26,female,47,1097138,96,5,0,bust,-1,-104,-5,yes,1,1,200,5,0,0
289,E4 effort with bonus,5,26,female,48,1115362,92,5,1,bust,-1,-127,-4,try harder,1,NA,-109,3,1,276
290,E4 effort with bonus,5,26,female,49,1130983,92,3,8,bank,1,57,5,yes,1,1,-133,6,0,0
291,E4 effort with bonus,5,26,female,50,1146866,94,6,2,bust,-1,-153,-4,yes,1,1,71,5,0,0
292,E4 effort with bonus,5,26,female,51,1162692,27,5,4,bust,-1,-88,-1,try harder,1,NA,-72,5,1,195
293,E4 effort with bonus,5,26,female,52,1179501,39,5,9,bank,1,117,4,try harder,1,NA,-162,3,0,0
294,E4 effort with bonus,5,26,female,53,1195221,43,3,1,bust,-1,-157,-2,yes,1,1,53,4,1,212
295,E4 effort with bonus,5,26,female,54,1212040,53,4,5,bank,1,153,1,yes,1,1,88,3,1,108
296,E4 effort with bonus,5,26,female,55,1225940,36,3,11,bank,1,94,8,yes,1,1,-121,4,0,0
297,E4 effort with bonus,5,26,female,56,1241747,96,4,3,bust,-1,-60,-1,try harder,1,NA,-200,4,0,0
298,E4 effort with bonus,5,26,female,57,1256492,70,4,3,bust,-1,-99,-1,yes,1,1,-149,6,1,348
299,E4 effort with bonus,5,26,female,58,1272330,58,6,12,bank,1,126,6,try harder,1,NA,-110,7,0,0
300,E4 effort with bonus,5,26,female,59,1289005,48,7,1,bust,-1,-64,-6,yes,1,1,101,NA,NA,NA
301,E4 effort with bonus,6,47,male,0,232087,15,6,1,bust,-1,-115,-5,yes,1,1,47,5,0,0
302,E4 effort with bonus,6,47,male,1,255819,28,5,0,bust,-1,-125,-5,yes,1,1,164,6,0,0
303,E4 effort with bonus,6,47,male,2,280877,31,6,0,bust,-1,-146,-6,try harder,1,NA,-69,6,0,0
304,E4 effort with bonus,6,47,male,3,303380,11,6,1,bust,-1,-122,-5,try harder,1,NA,-177,2,1,80
305,E4 effort with bonus,6,47,male,4,325499,40,2,12,bank,1,67,10,yes,1,1,-85,2,0,0
306,E4 effort with bonus,6,47,male,5,349062,98,2,0,bust,-1,-87,-2,no,0,-1,0,4,1,124
307,E4 effort with bonus,6,47,male,6,374205,31,4,9,bank,1,200,5,yes,1,1,19,4,1,368
308,E4 effort with bonus,6,47,male,7,403887,92,4,9,bank,1,200,5,try harder,1,NA,0,4,0,0
309,E4 effort with bonus,6,47,male,8,429209,100,4,1,bust,-1,-200,-3,yes,1,1,-64,4,0,0
310,E4 effort with bonus,6,47,male,9,454487,27,4,3,bust,-1,-200,-1,yes,1,1,-106,7,0,0
311,E4 effort with bonus,6,47,male,10,483035,11,7,2,bust,-1,-200,-5,yes,1,1,144,6,1,360
312,E4 effort with bonus,6,47,male,11,508363,60,6,9,bank,1,200,3,yes,1,1,8,1,1,84
313,E4 effort with bonus,6,47,male,12,530180,84,1,3,bank,1,200,2,yes,1,1,46,5,1,380
314,E4 effort with bonus,6,47,male,13,551729,76,5,11,bank,1,200,6,yes,1,1,-24,6,0,0
315,E4 effort with bonus,6,47,male,14,577280,81,6,3,bust,-1,-200,-3,try harder,1,NA,-34,6,1,402
316,E4 effort with bonus,6,47,male,15,598248,67,6,6,bank,1,200,0,try harder,1,NA,-4,6,0,0
317,E4 effort with bonus,6,47,male,16,620386,42,6,0,bust,-1,-200,-6,yes,1,1,75,6,1,156
318,E4 effort with bonus,6,47,male,17,641393,26,6,9,bank,1,200,3,yes,1,1,-4,6,1,120
319,E4 effort with bonus,6,47,male,18,663805,20,6,10,bank,1,200,4,try harder,1,NA,4,5,1,495
320,E4 effort with bonus,6,47,male,19,683487,99,5,9,bank,1,200,4,try harder,1,NA,3,4,1,64
321,E4 effort with bonus,6,47,male,20,703578,16,4,10,bank,1,200,6,try harder,1,NA,0,5,1,330
322,E4 effort with bonus,6,47,male,21,725938,66,5,5,bank,1,200,0,no,0,-1,5,5,0,0
323,E4 effort with bonus,6,47,male,22,743865,10,5,4,bust,-1,-200,-1,try harder,1,NA,-1,5,0,0
324,E4 effort with bonus,6,47,male,23,763123,70,5,0,bust,-1,-200,-5,no,0,-1,0,5,0,0
325,E4 effort with bonus,6,47,male,24,783268,84,5,0,bust,-1,-200,-5,no,0,-1,0,8,1,176
326,E4 effort with bonus,6,47,male,25,806650,22,8,11,bank,1,200,3,try harder,1,NA,0,5,1,360
327,E4 effort with bonus,6,47,male,26,830690,72,5,5,bank,1,200,0,try harder,1,NA,-2,5,0,0
328,E4 effort with bonus,6,47,male,27,852859,72,5,1,bust,-1,-200,-4,no,0,-1,0,7,1,21
329,E4 effort with bonus,6,47,male,28,886711,3,7,8,bank,1,200,1,no,0,-1,0,4,1,232
330,E4 effort with bonus,6,47,male,29,910215,58,4,11,bank,1,200,7,try harder,1,NA,0,4,0,0
331,E4 effort with bonus,6,47,male,30,932825,69,4,2,bust,-1,-200,-2,no,0,-1,0,8,0,0
332,E4 effort with bonus,6,47,male,31,957769,35,8,5,bust,-1,-105,-3,no,0,-1,0,6,1,318
333,E4 effort with bonus,6,47,male,32,982003,53,6,6,bank,1,200,0,try harder,1,NA,0,10,0,0
334,E4 effort with bonus,6,47,male,33,1012949,18,10,4,bust,-1,-49,-6,no,0,-1,0,8,1,64
335,E4 effort with bonus,6,47,male,34,1038394,8,8,10,bank,1,200,2,try harder,1,NA,0,4,1,196
336,E4 effort with bonus,6,47,male,35,1064824,49,4,10,bank,1,200,6,yes,1,1,-55,5,1,170
337,E4 effort with bonus,6,47,male,36,1086375,34,5,6,bank,1,200,1,no,0,-1,0,4,1,220
338,E4 effort with bonus,6,47,male,37,1105718,55,4,8,bank,1,200,4,try harder,1,NA,0,10,0,0
339,E4 effort with bonus,6,47,male,38,1130032,7,10,7,bust,-1,-33,-3,yes,1,1,0,6,0,0
340,E4 effort with bonus,6,47,male,39,1155492,67,6,5,bust,-1,-132,-1,try harder,1,NA,0,4,1,240
341,E4 effort with bonus,6,47,male,40,1176464,60,4,9,bank,1,200,5,yes,1,1,-30,10,0,0
342,E4 effort with bonus,6,47,male,41,1205292,34,10,2,bust,-1,-36,-8,yes,1,1,22,6,1,300
343,E4 effort with bonus,6,47,male,42,1231271,50,6,11,bank,1,200,5,yes,1,1,-25,6,0,0
344,E4 effort with bonus,6,47,male,43,1260254,66,6,2,bust,-1,-54,-4,yes,1,1,11,9,0,0
345,E4 effort with bonus,6,47,male,44,1303190,24,9,1,bust,-1,-27,-8,yes,1,1,0,5,1,285
346,E4 effort with bonus,6,47,male,45,1328343,57,5,6,bank,1,200,1,yes,1,1,200,6,1,228
347,E4 effort with bonus,6,47,male,46,1356054,38,6,11,bank,1,200,5,yes,1,1,-15,10,0,0
348,E4 effort with bonus,6,47,male,47,1384268,10,10,8,bust,-1,-27,-2,yes,1,1,21,8,0,0
349,E4 effort with bonus,6,47,male,48,1410141,43,8,1,bust,-1,-73,-7,yes,1,1,68,7,0,0
350,E4 effort with bonus,6,47,male,49,1438026,10,7,4,bust,-1,-25,-3,yes,1,1,-44,4,0,0
351,E4 effort with bonus,6,47,male,50,1460123,58,4,1,bust,-1,-40,-3,yes,1,1,-104,4,1,244
352,E4 effort with bonus,6,47,male,51,1480133,61,4,10,bank,1,140,6,yes,1,1,-40,10,0,0
353,E4 effort with bonus,6,47,male,52,1503447,7,10,9,bust,-1,-26,-1,yes,1,1,-73,3,0,0
354,E4 effort with bonus,6,47,male,53,1522220,82,3,1,bust,-1,-15,-2,yes,1,1,61,4,1,276
355,E4 effort with bonus,6,47,male,54,1543502,69,4,8,bank,1,200,4,yes,1,1,-33,4,1,344
356,E4 effort with bonus,6,47,male,55,1562460,86,4,11,bank,1,200,7,yes,1,1,-32,6,1,264
357,E4 effort with bonus,6,47,male,56,1583134,44,6,12,bank,1,200,6,try harder,1,NA,0,6,1,216
358,E4 effort with bonus,6,47,male,57,1604663,36,6,11,bank,1,200,5,yes,1,1,-21,9,1,81
359,E4 effort with bonus,6,47,male,58,1631253,9,9,12,bank,1,200,3,yes,1,1,0,6,1,516
360,E4 effort with bonus,6,47,male,59,1652786,86,6,10,bank,1,200,4,yes,1,1,0,NA,NA,NA
361,E4 effort with bonus,7,28,female,0,204789,34,2,7,bank,1,88,5,try harder,1,NA,-24,6,0,0
362,E4 effort with bonus,7,28,female,1,230996,19,6,5,bust,-1,-136,-1,no,0,-1,-5,5,1,50
363,E4 effort with bonus,7,28,female,2,258989,10,5,8,bank,1,176,3,no,0,-1,11,2,1,106
364,E4 effort with bonus,7,28,female,3,277071,53,2,12,bank,1,66,10,yes,1,1,-163,3,0,0
365,E4 effort with bonus,7,28,female,4,299052,60,3,2,bust,-1,-117,-1,no,0,-1,13,2,1,130
366,E4 effort with bonus,7,28,female,5,320076,65,2,6,bank,1,200,4,no,0,-1,155,3,1,99
367,E4 effort with bonus,7,28,female,6,349179,33,3,3,bank,1,118,0,no,0,-1,93,2,1,180
368,E4 effort with bonus,7,28,female,7,391032,90,2,9,bank,1,119,7,no,0,-1,9,3,1,285
369,E4 effort with bonus,7,28,female,8,412442,95,3,10,bank,1,135,7,yes,1,1,-5,4,1,120
370,E4 effort with bonus,7,28,female,9,432498,30,4,10,bank,1,93,6,no,0,-1,12,4,0,0
371,E4 effort with bonus,7,28,female,10,481825,52,4,1,bust,-1,-123,-3,no,0,-1,-14,2,1,116
372,E4 effort with bonus,7,28,female,11,498595,58,2,4,bank,1,44,2,yes,1,1,200,3,1,204
373,E4 effort with bonus,7,28,female,12,516442,68,3,3,bank,1,152,0,no,0,-1,3,4,1,144
374,E4 effort with bonus,7,28,female,13,532392,36,4,10,bank,1,154,6,no,0,-1,5,5,1,140
375,E4 effort with bonus,7,28,female,14,550492,28,5,12,bank,1,115,7,no,0,-1,107,5,1,55
376,E4 effort with bonus,7,28,female,15,567688,11,5,11,bank,1,104,6,no,0,-1,55,2,1,62
377,E4 effort with bonus,7,28,female,16,587225,31,2,10,bank,1,161,8,no,0,-1,11,2,1,164
378,E4 effort with bonus,7,28,female,17,602361,82,2,11,bank,1,92,9,yes,1,1,-72,3,1,243
379,E4 effort with bonus,7,28,female,18,619757,81,3,4,bank,1,164,1,no,0,-1,-2,3,1,93
380,E4 effort with bonus,7,28,female,19,637923,31,3,11,bank,1,142,8,try harder,1,NA,1,5,1,80
381,E4 effort with bonus,7,28,female,20,667626,16,5,6,bank,1,169,1,no,0,-1,3,4,1,32
382,E4 effort with bonus,7,28,female,21,686041,8,4,4,bank,1,44,0,no,0,-1,5,5,1,40
383,E4 effort with bonus,7,28,female,22,703630,8,5,12,bank,1,102,7,no,0,-1,7,3,1,255
384,E4 effort with bonus,7,28,female,23,720026,85,3,11,bank,1,114,8,no,0,-1,0,4,0,0
385,E4 effort with bonus,7,28,female,24,737708,39,4,0,bust,-1,-186,-4,no,0,-1,-2,3,1,186
386,E4 effort with bonus,7,28,female,25,753961,62,3,5,bank,1,130,2,no,0,-1,19,3,1,129
387,E4 effort with bonus,7,28,female,26,771308,43,3,12,bank,1,68,9,no,0,-1,-5,2,1,128
388,E4 effort with bonus,7,28,female,27,787136,64,2,5,bank,1,126,3,no,0,-1,1,5,1,5
389,E4 effort with bonus,7,28,female,28,805499,1,5,12,bank,1,4,7,no,0,-1,-2,3,1,255
390,E4 effort with bonus,7,28,female,29,825909,85,3,3,bank,1,125,0,no,0,-1,4,2,1,174
391,E4 effort with bonus,7,28,female,30,843108,87,2,2,bank,1,112,0,no,0,-1,2,4,1,176
392,E4 effort with bonus,7,28,female,31,860172,44,4,7,bank,1,73,3,no,0,-1,-3,3,0,0
393,E4 effort with bonus,7,28,female,32,891937,61,3,1,bust,-1,-85,-2,no,0,-1,3,3,1,249
394,E4 effort with bonus,7,28,female,33,909633,83,3,10,bank,1,105,7,no,0,-1,38,4,1,192
395,E4 effort with bonus,7,28,female,34,928758,48,4,10,bank,1,107,6,no,0,-1,4,4,1,264
396,E4 effort with bonus,7,28,female,35,945082,66,4,12,bank,1,98,8,no,0,-1,3,2,1,28
397,E4 effort with bonus,7,28,female,36,959954,14,2,7,bank,1,-4,5,yes,1,1,41,4,0,0
398,E4 effort with bonus,7,28,female,37,975721,81,4,3,bust,-1,-123,-1,yes,1,1,16,3,1,186
399,E4 effort with bonus,7,28,female,38,991778,62,3,7,bank,1,153,4,no,0,-1,3,3,1,9
400,E4 effort with bonus,7,28,female,39,1014094,3,3,7,bank,1,-13,4,no,0,-1,-4,5,1,55
401,E4 effort with bonus,7,28,female,40,1034164,11,5,6,bank,1,69,1,no,0,-1,-3,5,1,255
402,E4 effort with bonus,7,28,female,41,1056010,51,5,10,bank,1,142,5,no,0,-1,0,3,0,0
403,E4 effort with bonus,7,28,female,42,1074193,61,3,0,bust,-1,-89,-3,no,0,-1,2,3,0,0
404,E4 effort with bonus,7,28,female,43,1090424,67,3,2,bust,-1,-120,-1,no,0,-1,4,3,1,81
405,E4 effort with bonus,7,28,female,44,1109696,27,3,8,bank,1,114,5,no,0,-1,1,5,0,0
406,E4 effort with bonus,7,28,female,45,1127767,12,5,2,bust,-1,-122,-3,no,0,-1,7,3,1,264
407,E4 effort with bonus,7,28,female,46,1150548,88,3,3,bank,1,166,0,no,0,-1,19,2,1,48
408,E4 effort with bonus,7,28,female,47,1174595,24,2,11,bank,1,15,9,no,0,-1,0,4,0,0
409,E4 effort with bonus,7,28,female,48,1192358,63,4,0,bust,-1,-200,-4,no,0,-1,-3,4,1,296
410,E4 effort with bonus,7,28,female,49,1210072,74,4,5,bank,1,114,1,no,0,-1,2,4,0,0
411,E4 effort with bonus,7,28,female,50,1225732,57,4,3,bust,-1,-132,-1,no,0,-1,-2,2,1,26
412,E4 effort with bonus,7,28,female,51,1241506,13,2,5,bank,1,7,3,yes,1,1,196,4,0,0
413,E4 effort with bonus,7,28,female,52,1261736,81,4,3,bust,-1,-117,-1,no,0,-1,0,5,0,0
414,E4 effort with bonus,7,28,female,53,1278715,50,5,4,bust,-1,-138,-1,no,0,-1,5,6,0,0
415,E4 effort with bonus,7,28,female,54,1296387,7,6,2,bust,-1,-137,-4,no,0,-1,-53,4,1,244
416,E4 effort with bonus,7,28,female,55,1313017,61,4,7,bank,1,90,3,no,0,-1,24,4,1,308
417,E4 effort with bonus,7,28,female,56,1330215,77,4,7,bank,1,192,3,no,0,-1,5,3,1,120
418,E4 effort with bonus,7,28,female,57,1346724,40,3,8,bank,1,73,5,no,0,-1,0,5,0,0
419,E4 effort with bonus,7,28,female,58,1364738,91,5,3,bust,-1,-146,-2,yes,1,1,-39,5,1,30
420,E4 effort with bonus,7,28,female,59,1384584,6,5,10,bank,1,28,5,no,0,-1,5,NA,NA,NA
421,E4 effort with bonus,8,69,male,0,1181518,3,9,8,bust,-1,-185,-1,no,0,-1,-29,4,1,252
422,E4 effort with bonus,8,69,male,1,1210611,63,4,10,bank,1,122,6,no,0,-1,56,5,0,0
423,E4 effort with bonus,8,69,male,2,1245631,90,5,0,bust,-1,114,-5,yes,1,1,-21,5,1,340
424,E4 effort with bonus,8,69,male,3,1271821,68,5,6,bank,1,151,1,no,0,-1,147,5,1,430
425,E4 effort with bonus,8,69,male,4,1297204,86,5,11,bank,1,163,6,no,0,-1,142,5,1,170
426,E4 effort with bonus,8,69,male,5,1318532,34,5,10,bank,1,153,5,no,0,-1,75,7,0,0
427,E4 effort with bonus,8,69,male,6,1342567,25,7,5,bust,-1,-120,-2,no,0,-1,-102,4,0,0
428,E4 effort with bonus,8,69,male,7,1362928,90,4,1,bust,-1,-94,-3,no,0,-1,-71,4,1,20
429,E4 effort with bonus,8,69,male,8,1383607,5,4,4,bank,1,132,0,no,0,-1,88,5,1,215
430,E4 effort with bonus,8,69,male,9,1408212,43,5,10,bank,1,161,5,try harder,1,NA,107,8,0,0
431,E4 effort with bonus,8,69,male,10,1430246,16,8,7,bust,-1,-105,-1,no,0,-1,-58,4,1,100
432,E4 effort with bonus,8,69,male,11,1449473,25,4,6,bank,1,112,2,no,0,-1,125,5,1,250
433,E4 effort with bonus,8,69,male,12,1472869,50,5,6,bank,1,157,1,yes,1,1,147,7,1,700
434,E4 effort with bonus,8,69,male,13,1496506,100,7,9,bank,1,183,2,yes,1,1,112,5,1,10
435,E4 effort with bonus,8,69,male,14,1519176,2,5,10,bank,1,23,5,yes,1,1,102,6,0,0
436,E4 effort with bonus,8,69,male,15,1541153,62,6,2,bust,-1,-112,-4,no,0,-1,-67,6,1,222
437,E4 effort with bonus,8,69,male,16,1561599,37,6,8,bank,1,144,2,no,0,-1,121,6,1,228
438,E4 effort with bonus,8,69,male,17,1582563,38,6,11,bank,1,112,5,yes,1,1,104,10,0,0
439,E4 effort with bonus,8,69,male,18,1605520,25,10,6,bust,-1,-70,-4,no,0,-1,-94,4,0,0
440,E4 effort with bonus,8,69,male,19,1626426,5,4,2,bust,-1,-105,-2,no,0,-1,-30,5,0,0
441,E4 effort with bonus,8,69,male,20,1645378,31,5,1,bust,-1,-104,-4,no,0,-1,-22,4,0,0
442,E4 effort with bonus,8,69,male,21,1663605,44,4,2,bust,-1,-152,-2,no,0,-1,-83,4,0,0
443,E4 effort with bonus,8,69,male,22,1682168,2,4,3,bust,-1,-111,-1,no,0,-1,-56,4,1,56
444,E4 effort with bonus,8,69,male,23,1701147,14,4,7,bank,1,145,3,yes,1,1,51,7,0,0
445,E4 effort with bonus,8,69,male,24,1719734,49,7,1,bust,-1,-99,-6,no,0,-1,-51,5,0,0
446,E4 effort with bonus,8,69,male,25,1738083,46,5,1,bust,-1,-156,-4,no,0,-1,-84,4,1,164
447,E4 effort with bonus,8,69,male,26,1758178,41,4,12,bank,1,159,8,yes,1,1,23,8,1,640
448,E4 effort with bonus,8,69,male,27,1780837,80,8,12,bank,1,190,4,yes,1,1,169,4,1,360
449,E4 effort with bonus,8,69,male,28,1800629,90,4,4,bank,1,131,0,yes,1,1,150,4,1,388
450,E4 effort with bonus,8,69,male,29,1817958,97,4,12,bank,1,151,8,no,0,-1,112,6,1,360
451,E4 effort with bonus,8,69,male,30,1838292,60,6,10,bank,1,168,4,yes,1,1,179,4,1,8
452,E4 effort with bonus,8,69,male,31,1855585,2,4,8,bank,1,26,4,yes,1,1,54,7,1,287
453,E4 effort with bonus,8,69,male,32,1875570,41,7,10,bank,1,161,3,yes,1,1,135,5,0,0
454,E4 effort with bonus,8,69,male,33,1893970,59,5,0,bust,-1,-61,-5,no,0,-1,-44,4,0,0
455,E4 effort with bonus,8,69,male,34,1911248,14,4,3,bust,-1,-42,-1,no,0,-1,-74,4,1,396
456,E4 effort with bonus,8,69,male,35,1931123,99,4,11,bank,1,154,7,yes,1,1,39,11,1,913
457,E4 effort with bonus,8,69,male,36,1953902,83,11,11,bank,1,196,0,yes,1,1,193,4,0,0
458,E4 effort with bonus,8,69,male,37,1970940,12,4,0,bust,-1,-22,-4,no,0,-1,-40,4,0,0
459,E4 effort with bonus,8,69,male,38,1989542,3,4,2,bust,-1,-31,-2,no,0,-1,-51,6,0,0
460,E4 effort with bonus,8,69,male,39,2007093,21,6,0,bust,-1,-48,-6,no,0,-1,-38,4,1,88
461,E4 effort with bonus,8,69,male,40,2024642,22,4,7,bank,1,95,3,no,0,-1,81,5,0,0
462,E4 effort with bonus,8,69,male,41,2044013,78,5,1,bust,-1,-32,-4,no,0,-1,-47,4,1,340
463,E4 effort with bonus,8,69,male,42,2061966,85,4,9,bank,1,85,5,yes,1,1,84,5,0,0
464,E4 effort with bonus,8,69,male,43,2080050,10,5,4,bust,-1,-35,-1,no,0,-1,-52,4,0,0
465,E4 effort with bonus,8,69,male,44,2099287,83,4,3,bust,-1,-53,-1,no,0,-1,-54,4,1,220
466,E4 effort with bonus,8,69,male,45,2118098,55,4,12,bank,1,157,8,yes,1,1,23,7,1,616
467,E4 effort with bonus,8,69,male,46,2138226,88,7,8,bank,1,159,1,yes,1,1,157,5,0,0
468,E4 effort with bonus,8,69,male,47,2156972,95,5,2,bust,-1,-118,-3,no,0,-1,-71,5,1,395
469,E4 effort with bonus,8,69,male,48,2175726,79,5,5,bank,1,145,0,yes,1,1,200,5,1,220
470,E4 effort with bonus,8,69,male,49,2193563,44,5,12,bank,1,138,7,no,0,-1,91,5,0,0
471,E4 effort with bonus,8,69,male,50,2211849,89,5,1,bust,-1,-56,-4,no,0,-1,-83,5,1,460
472,E4 effort with bonus,8,69,male,51,2230190,92,5,12,bank,1,142,7,yes,1,1,42,8,1,56
473,E4 effort with bonus,8,69,male,52,2251308,7,8,8,bank,1,111,0,yes,1,1,200,5,0,0
474,E4 effort with bonus,8,69,male,53,2271968,76,5,0,bust,-1,-80,-5,no,0,-1,-97,4,1,196
475,E4 effort with bonus,8,69,male,54,2289048,49,4,5,bank,1,98,1,yes,1,1,52,5,1,380
476,E4 effort with bonus,8,69,male,55,2306532,76,5,5,bank,1,96,0,yes,1,1,198,4,1,400
477,E4 effort with bonus,8,69,male,56,2323537,100,4,10,bank,1,102,6,yes,1,1,106,6,0,0
478,E4 effort with bonus,8,69,male,57,2342793,81,6,5,bust,-1,-59,-1,no,0,-1,-70,5,1,500
479,E4 effort with bonus,8,69,male,58,2360934,100,5,9,bank,1,134,4,yes,1,1,85,7,0,0
480,E4 effort with bonus,8,69,male,59,2380092,5,7,2,bust,-1,-80,-5,no,0,-1,-48,NA,NA,NA
481,E4 effort with bonus,9,22,male,0,390330,3,6,9,bank,1,149,3,yes,1,1,199,2,1,138
482,E4 effort with bonus,9,22,male,1,426736,69,2,10,bank,1,42,8,yes,1,1,-121,12,0,0
483,E4 effort with bonus,9,22,male,2,469037,3,12,9,bust,-1,-200,-3,yes,1,1,-43,6,0,0
484,E4 effort with bonus,9,22,male,3,502260,17,6,3,bust,-1,-167,-3,try harder,1,NA,-185,3,0,0
485,E4 effort with bonus,9,22,male,4,535392,7,3,2,bust,-1,-200,-1,yes,1,1,-148,1,1,80
486,E4 effort with bonus,9,22,male,5,575241,80,1,5,bank,1,122,4,yes,1,1,-65,3,0,0
487,E4 effort with bonus,9,22,male,6,606405,63,3,1,bust,-1,-75,-2,yes,1,1,-11,2,1,108
488,E4 effort with bonus,9,22,male,7,634013,54,2,7,bank,1,148,5,yes,1,1,-149,12,0,0
489,E4 effort with bonus,9,22,male,8,667090,14,12,10,bust,-1,-97,-2,yes,1,1,-200,12,0,0
490,E4 effort with bonus,9,22,male,9,704261,10,12,10,bust,-1,9,-2,yes,1,1,-35,2,1,190
491,E4 effort with bonus,9,22,male,10,725997,95,2,9,bank,1,85,7,yes,1,1,-153,3,1,291
492,E4 effort with bonus,9,22,male,11,754719,97,3,9,bank,1,57,6,yes,1,1,-55,3,1,213
493,E4 effort with bonus,9,22,male,12,799203,71,3,5,bank,1,43,2,yes,1,1,27,3,1,216
494,E4 effort with bonus,9,22,male,13,840345,72,3,3,bank,1,87,0,yes,1,1,200,3,1,264
495,E4 effort with bonus,9,22,male,14,873231,88,3,12,bank,1,38,9,yes,1,1,-43,4,1,64
496,E4 effort with bonus,9,22,male,15,900805,16,4,4,bank,1,72,0,yes,1,1,167,10,1,850
497,E4 effort with bonus,9,22,male,16,945318,85,10,10,bank,1,200,0,yes,1,1,184,2,1,182
498,E4 effort with bonus,9,22,male,17,980143,91,2,8,bank,1,12,6,yes,1,1,-15,4,0,0
499,E4 effort with bonus,9,22,male,18,1005715,73,4,3,bust,-1,-43,-1,try harder,1,NA,4,3,1,219
