,study,subject,age,gender,trial,time_elapsed,pump_value,n_pumps,limit,outcome,outcome_ec,outcome_rating,diff_pumps_limit,information_outcome,information_sought,information_received_ec,emotion_change_rating,next_trial_n_pumps,next_trial_bank,next_trial_points
532,E1 no cost,9,20,female,51,1165755,78,5,10,bank,1,46,5,yes,1,1,-86,6,0,0
533,E1 no cost,9,20,female,52,1182954,43,6,2,bust,-1,-117,-4,yes,1,1,85,3,1,279
534,E1 no cost,9,20,female,53,1199385,93,3,4,bank,1,-63,1,no,0,-1,39,2,1,162
535,E1 no cost,9,20,female,54,1213062,81,2,5,bank,1,44,3,yes,1,1,-53,4,0,0
536,E1 no cost,9,20,female,55,1227731,97,4,2,bust,-1,-167,-2,yes,1,1,35,11,0,0
537,E1 no cost,9,20,female,56,1247047,2,11,8,bust,-1,-157,-3,yes,1,1,-74,5,0,0
538,E1 no cost,9,20,female,57,1264583,60,5,3,bust,-1,-87,-2,yes,1,1,-63,3,0,0
539,E1 no cost,9,20,female,58,1277936,83,3,1,bust,-1,-188,-2,yes,1,1,-127,1,1,61
540,E1 no cost,9,20,female,59,1290469,61,1,2,bank,1,77,1,yes,1,1,69,NA,NA,NA
541,E1 no cost,10,19,female,0,239943,22,4,11,bank,1,23,7,yes,1,1,24,5,0,0
542,E1 no cost,10,19,female,1,262423,98,5,1,bust,-1,19,-4,no,0,-1,16,7,0,0
543,E1 no cost,10,19,female,2,284454,15,7,0,bust,-1,47,-7,no,0,-1,49,5,1,275
544,E1 no cost,10,19,female,3,301426,55,5,11,bank,1,10,6,no,0,-1,8,12,0,0
545,E1 no cost,10,19,female,4,328611,30,12,8,bust,-1,-16,-4,no,0,-1,-43,8,0,0
546,E1 no cost,10,19,female,5,353986,77,8,3,bust,-1,12,-5,no,0,-1,8,7,1,525
547,E1 no cost,10,19,female,6,381388,75,7,10,bank,1,103,3,yes,1,1,139,8,1,736
548,E1 no cost,10,19,female,7,410812,92,8,10,bank,1,31,2,no,0,-1,-19,8,0,0
549,E1 no cost,10,19,female,8,475917,67,8,1,bust,-1,-135,-7,no,0,-1,-61,7,0,0
550,E1 no cost,10,19,female,9,501161,54,7,1,bust,-1,-194,-6,no,0,-1,0,6,1,396
551,E1 no cost,10,19,female,10,543657,66,6,8,bank,1,17,2,no,0,-1,22,4,0,0
552,E1 no cost,10,19,female,11,570878,43,4,3,bust,-1,-168,-1,no,0,-1,-92,7,0,0
553,E1 no cost,10,19,female,12,590774,74,7,4,bust,-1,-161,-3,no,0,-1,-37,6,1,402
554,E1 no cost,10,19,female,13,622862,67,6,8,bank,1,200,2,no,0,-1,55,6,1,270
555,E1 no cost,10,19,female,14,661317,45,6,11,bank,1,86,5,no,0,-1,61,3,0,0
556,E1 no cost,10,19,female,15,686708,13,3,2,bust,-1,-200,-1,no,0,-1,0,7,1,497
557,E1 no cost,10,19,female,16,719664,71,7,8,bank,1,91,1,no,0,-1,68,5,1,105
558,E1 no cost,10,19,female,17,735955,21,5,6,bank,1,25,1,no,0,-1,16,6,0,0
559,E1 no cost,10,19,female,18,753756,77,6,1,bust,-1,-113,-5,no,0,-1,0,4,1,252
560,E1 no cost,10,19,female,19,769774,63,4,4,bank,1,50,0,no,0,-1,0,7,1,455
561,E1 no cost,10,19,female,20,813951,65,7,10,bank,1,200,3,no,0,-1,19,5,1,155
562,E1 no cost,10,19,female,21,839014,31,5,11,bank,1,16,6,no,0,-1,0,6,0,0
563,E1 no cost,10,19,female,22,853037,55,6,0,bust,-1,35,-6,no,0,-1,0,6,0,0
564,E1 no cost,10,19,female,23,868755,64,6,5,bust,-1,24,-1,no,0,-1,0,8,0,0
565,E1 no cost,10,19,female,24,888676,79,8,7,bust,-1,-73,-1,no,0,-1,0,7,0,0
566,E1 no cost,10,19,female,25,904911,79,7,1,bust,-1,0,-6,no,0,-1,0,6,0,0
567,E1 no cost,10,19,female,26,918202,48,6,4,bust,-1,0,-2,no,0,-1,0,6,1,378
568,E1 no cost,10,19,female,27,931695,63,6,6,bank,1,0,0,no,0,-1,0,5,1,285
569,E1 no cost,10,19,female,28,945684,57,5,10,bank,1,0,5,no,0,-1,0,5,1,205
570,E1 no cost,10,19,female,29,993652,41,5,12,bank,1,-5,7,no,0,-1,0,5,1,470
571,E1 no cost,10,19,female,30,1008981,94,5,5,bank,1,0,0,no,0,-1,0,7,1,196
572,E1 no cost,10,19,female,31,1023480,28,7,7,bank,1,0,0,no,0,-1,0,6,0,0
573,E1 no cost,10,19,female,32,1037989,32,6,3,bust,-1,0,-3,no,0,-1,0,7,0,0
574,E1 no cost,10,19,female,33,1069156,12,7,3,bust,-1,2,-4,no,0,-1,0,6,1,30
575,E1 no cost,10,19,female,34,1082527,5,6,7,bank,1,0,1,no,0,-1,0,9,0,0
576,E1 no cost,10,19,female,35,1099224,95,9,4,bust,-1,0,-5,no,0,-1,0,6,0,0
577,E1 no cost,10,19,female,36,1112890,49,6,1,bust,-1,0,-5,no,0,-1,0,6,1,366
578,E1 no cost,10,19,female,37,1126822,61,6,6,bank,1,0,0,no,0,-1,0,4,0,0
579,E1 no cost,10,19,female,38,1138515,100,4,1,bust,-1,0,-3,no,0,-1,0,7,1,280
580,E1 no cost,10,19,female,39,1160093,40,7,9,bank,1,0,2,no,0,-1,0,6,1,102
581,E1 no cost,10,19,female,40,1224970,17,6,9,bank,1,0,3,no,0,-1,0,6,1,42
582,E1 no cost,10,19,female,41,1238011,7,6,11,bank,1,0,5,no,0,-1,0,6,0,0
583,E1 no cost,10,19,female,42,1269413,57,6,2,bust,-1,0,-4,no,0,-1,0,7,0,0
584,E1 no cost,10,19,female,43,1288789,11,7,5,bust,-1,0,-2,no,0,-1,0,6,0,0
585,E1 no cost,10,19,female,44,1307148,73,6,5,bust,-1,0,-1,no,0,-1,0,5,1,60
586,E1 no cost,10,19,female,45,1337814,12,5,8,bank,1,0,3,no,0,-1,0,5,1,280
587,E1 no cost,10,19,female,46,1385358,56,5,7,bank,1,0,2,no,0,-1,0,6,1,390
588,E1 no cost,10,19,female,47,1415743,65,6,6,bank,1,0,0,no,0,-1,0,6,1,444
589,E1 no cost,10,19,female,48,1455405,74,6,10,bank,1,0,4,no,0,-1,0,6,1,456
590,E1 no cost,10,19,female,49,1486105,76,6,12,bank,1,0,6,no,0,-1,0,6,1,186
591,E1 no cost,10,19,female,50,1515735,31,6,8,bank,1,0,2,no,0,-1,0,6,0,0
592,E1 no cost,10,19,female,51,1545307,94,6,4,bust,-1,0,-2,no,0,-1,0,6,1,384
593,E1 no cost,10,19,female,52,1585165,64,6,12,bank,1,0,6,no,0,-1,0,7,0,0
594,E1 no cost,10,19,female,53,1620587,80,7,0,bust,-1,0,-7,no,0,-1,0,8,0,0
595,E1 no cost,10,19,female,54,1671612,60,8,4,bust,-1,0,-4,no,0,-1,0,6,0,0
596,E1 no cost,10,19,female,55,1719781,5,6,3,bust,-1,0,-3,no,0,-1,0,6,1,432
597,E1 no cost,10,19,female,56,1766000,72,6,6,bank,1,0,0,no,0,-1,0,5,0,0
598,E1 no cost,10,19,female,57,1816652,58,5,4,bust,-1,0,-1,no,0,-1,0,6,1,306
599,E1 no cost,10,19,female,58,1831558,51,6,9,bank,1,0,3,no,0,-1,0,5,0,0
600,E1 no cost,10,19,female,59,1845472,68,5,4,bust,-1,0,-1,no,0,-1,0,NA,NA,NA
601,E1 no cost,11,20,female,0,240769,59,5,4,bust,-1,-73,-1,no,0,-1,-36,6,0,0
602,E1 no cost,11,20,female,1,265616,52,6,4,bust,-1,-67,-2,no,0,-1,-114,3,1,270
603,E1 no cost,11,20,female,2,284400,90,3,9,bank,1,59,6,no,0,-1,50,4,1,60
604,E1 no cost,11,20,female,3,301944,15,4,11,bank,1,69,7,no,0,-1,69,5,0,0
605,E1 no cost,11,20,female,4,334020,33,5,2,bust,-1,-98,-3,no,0,-1,-20,5,0,0
606,E1 no cost,11,20,female,5,350533,40,5,1,bust,-1,-76,-4,no,0,-1,-60,3,1,33
607,E1 no cost,11,20,female,6,367269,11,3,6,bank,1,70,3,no,0,-1,111,5,0,0
608,E1 no cost,11,20,female,7,384596,99,5,3,bust,-1,-87,-2,no,0,-1,-104,2,0,0
609,E1 no cost,11,20,female,8,402077,8,2,1,bust,-1,-58,-1,no,0,-1,-37,3,0,0
610,E1 no cost,11,20,female,9,418531,85,3,0,bust,-1,-98,-3,no,0,-1,-50,4,1,148
611,E1 no cost,11,20,female,10,434171,37,4,10,bank,1,55,6,no,0,-1,51,4,1,4
612,E1 no cost,11,20,female,11,454242,1,4,10,bank,1,29,6,no,0,-1,30,4,0,0
613,E1 no cost,11,20,female,12,469721,94,4,1,bust,-1,-133,-3,no,0,-1,-86,2,0,0
614,E1 no cost,11,20,female,13,486000,17,2,1,bust,-1,-67,-1,no,0,-1,-85,5,1,385
615,E1 no cost,11,20,female,14,504344,77,5,5,bank,1,43,0,no,0,-1,-59,3,1,81
616,E1 no cost,11,20,female,15,523735,27,3,5,bank,1,70,2,yes,1,1,-75,4,1,296
617,E1 no cost,11,20,female,16,552545,74,4,8,bank,1,17,4,no,0,-1,55,6,0,0
618,E1 no cost,11,20,female,17,572582,79,6,2,bust,-1,-144,-4,no,0,-1,-60,5,1,435
619,E1 no cost,11,20,female,18,592717,87,5,12,bank,1,82,7,no,0,-1,88,4,0,0
620,E1 no cost,11,20,female,19,610932,65,4,1,bust,-1,-60,-3,no,0,-1,-92,4,1,252
621,E1 no cost,11,20,female,20,629995,63,4,9,bank,1,-123,5,no,0,-1,102,4,0,0
622,E1 no cost,11,20,female,21,737568,40,4,3,bust,-1,-78,-1,no,0,-1,-77,3,1,30
623,E1 no cost,11,20,female,22,753720,10,3,6,bank,1,17,3,no,0,-1,11,4,1,196
624,E1 no cost,11,20,female,23,767791,49,4,7,bank,1,42,3,no,0,-1,37,5,0,0
625,E1 no cost,11,20,female,24,783256,10,5,0,bust,-1,-81,-5,no,0,-1,-91,2,0,0
626,E1 no cost,11,20,female,25,796893,22,2,1,bust,-1,-82,-1,no,0,-1,-86,7,0,0
627,E1 no cost,11,20,female,26,812853,77,7,4,bust,-1,-64,-3,no,0,-1,-94,5,0,0
628,E1 no cost,11,20,female,27,828260,23,5,4,bust,-1,-58,-1,no,0,-1,-80,6,1,408
629,E1 no cost,11,20,female,28,847644,68,6,7,bank,1,60,1,no,0,-1,97,8,1,720
630,E1 no cost,11,20,female,29,871948,90,8,10,bank,1,103,2,yes,1,1,-27,5,1,25
631,E1 no cost,11,20,female,30,888523,5,5,7,bank,1,58,2,no,0,-1,-6,5,1,190
632,E1 no cost,11,20,female,31,1156578,38,5,6,bank,1,39,1,no,0,-1,53,8,1,712
633,E1 no cost,11,20,female,32,1197434,89,8,10,bank,1,95,2,no,0,-1,28,9,1,801
634,E1 no cost,11,20,female,33,1233271,89,9,11,bank,1,61,2,no,0,-1,49,3,1,33
635,E1 no cost,11,20,female,34,1274415,11,3,10,bank,1,40,7,no,0,-1,25,6,1,126
636,E1 no cost,11,20,female,35,1298693,21,6,12,bank,1,40,6,no,0,-1,19,4,0,0
637,E1 no cost,11,20,female,36,1352292,64,4,1,bust,-1,-15,-3,yes,1,1,-76,4,1,316
638,E1 no cost,11,20,female,37,1369299,79,4,7,bank,1,34,3,no,0,-1,34,5,1,140
639,E1 no cost,11,20,female,38,1389291,28,5,12,bank,1,52,7,no,0,-1,108,7,1,504
640,E1 no cost,11,20,female,39,1422361,72,7,12,bank,1,55,5,yes,1,1,23,3,0,0
641,E1 no cost,11,20,female,40,1448015,16,3,2,bust,-1,95,-1,no,0,-1,-54,5,0,0
642,E1 no cost,11,20,female,41,1547252,8,5,4,bust,-1,-60,-1,no,0,-1,-60,10,1,990
643,E1 no cost,11,20,female,42,1571099,99,10,11,bank,1,200,1,no,0,-1,130,3,1,3
644,E1 no cost,11,20,female,43,1589843,1,3,9,bank,1,14,6,no,0,-1,6,10,0,0
645,E1 no cost,11,20,female,44,1610757,98,10,8,bust,-1,-77,-2,no,0,-1,-60,4,0,0
646,E1 no cost,11,20,female,45,1887488,38,4,3,bust,-1,-80,-1,no,0,-1,-74,4,0,0
647,E1 no cost,11,20,female,46,1905360,51,4,2,bust,-1,-33,-2,no,0,-1,-75,4,1,28
648,E1 no cost,11,20,female,47,1918512,7,4,12,bank,1,-120,8,no,0,-1,23,12,0,0
649,E1 no cost,11,20,female,48,1943279,85,12,6,bust,-1,-118,-6,no,0,-1,-64,9,0,0
650,E1 no cost,11,20,female,49,1964726,69,9,5,bust,-1,-138,-4,no,0,-1,-82,6,1,282
651,E1 no cost,11,20,female,50,1988351,47,6,9,bank,1,-35,3,no,0,-1,-53,4,1,144
652,E1 no cost,11,20,female,51,2009485,36,4,9,bank,1,24,5,no,0,-1,-107,10,0,0
653,E1 no cost,11,20,female,52,2039869,91,10,5,bust,-1,-60,-5,no,0,-1,-39,9,1,720
654,E1 no cost,11,20,female,53,2079066,80,9,11,bank,1,76,2,no,0,-1,-59,4,1,80
655,E1 no cost,11,20,female,54,2111730,20,4,12,bank,1,35,8,no,0,-1,-64,7,1,245
656,E1 no cost,11,20,female,55,2154128,35,7,12,bank,1,99,5,no,0,-1,-22,3,1,6
657,E1 no cost,11,20,female,56,2221829,2,3,6,bank,1,43,3,no,0,-1,-51,8,1,264
658,E1 no cost,11,20,female,57,2259764,33,8,10,bank,1,61,2,no,0,-1,70,11,0,0
659,E1 no cost,11,20,female,58,2313994,26,11,6,bust,-1,-35,-5,no,0,-1,-133,12,0,0
660,E1 no cost,11,20,female,59,2336097,84,12,3,bust,-1,-103,-9,no,0,-1,-164,NA,NA,NA
661,E1 no cost,12,20,female,0,254453,46,3,10,bank,1,108,7,yes,1,1,-139,7,0,0
662,E1 no cost,12,20,female,1,303326,5,7,1,bust,-1,-133,-6,yes,1,1,-75,5,1,90
663,E1 no cost,12,20,female,2,331549,18,5,9,bank,1,152,4,yes,1,1,-48,12,0,0
664,E1 no cost,12,20,female,3,365597,1,12,10,bust,-1,-40,-2,yes,1,1,-46,4,0,0
665,E1 no cost,12,20,female,4,387677,53,4,3,bust,-1,-155,-1,yes,1,1,-165,3,1,135
666,E1 no cost,12,20,female,5,404101,45,3,9,bank,1,96,6,yes,1,1,-151,4,1,92
667,E1 no cost,12,20,female,6,424030,23,4,4,bank,1,180,0,yes,1,1,0,6,1,192
668,E1 no cost,12,20,female,7,443173,32,6,7,bank,1,200,1,yes,1,1,-12,5,1,475
669,E1 no cost,12,20,female,8,461453,95,5,6,bank,1,57,1,yes,1,1,1,2,0,0
670,E1 no cost,12,20,female,9,478957,72,2,1,bust,-1,-109,-1,yes,1,1,0,5,0,0
671,E1 no cost,12,20,female,10,500013,30,5,4,bust,-1,-194,-1,yes,1,1,-58,12,0,0
672,E1 no cost,12,20,female,11,523677,20,12,7,bust,-1,-167,-5,yes,1,1,0,2,1,138
673,E1 no cost,12,20,female,12,538278,69,2,5,bank,1,145,3,yes,1,1,-72,6,0,0
674,E1 no cost,12,20,female,13,564286,23,6,4,bust,-1,-84,-2,yes,1,1,55,4,1,76
675,E1 no cost,12,20,female,14,608088,19,4,10,bank,1,97,6,yes,1,1,-158,2,1,134
676,E1 no cost,12,20,female,15,625862,67,2,2,bank,1,84,0,yes,1,1,43,2,1,90
677,E1 no cost,12,20,female,16,640182,45,2,7,bank,1,63,5,yes,1,1,-22,4,0,0
678,E1 no cost,12,20,female,17,657350,65,4,3,bust,-1,-94,-1,yes,1,1,-40,1,1,77
679,E1 no cost,12,20,female,18,670344,77,1,12,bank,1,110,11,yes,1,1,-200,4,0,0
680,E1 no cost,12,20,female,19,686231,42,4,1,bust,-1,-117,-3,yes,1,1,-38,6,0,0
681,E1 no cost,12,20,female,20,703159,63,6,5,bust,-1,-155,-1,yes,1,1,-2,6,0,0
682,E1 no cost,12,20,female,21,720439,36,6,1,bust,-1,-200,-5,yes,1,1,-2,1,1,98
683,E1 no cost,12,20,female,22,731815,98,1,11,bank,1,65,10,yes,1,1,-200,5,1,395
684,E1 no cost,12,20,female,23,748918,79,5,10,bank,1,200,5,yes,1,1,-101,7,0,0
685,E1 no cost,12,20,female,24,768486,15,7,6,bust,-1,-82,-1,yes,1,1,-66,3,1,249
686,E1 no cost,12,20,female,25,785584,83,3,8,bank,1,92,5,yes,1,1,-113,3,1,141
687,E1 no cost,12,20,female,26,800617,47,3,4,bank,1,84,1,yes,1,1,-27,2,1,114
688,E1 no cost,12,20,female,27,815065,57,2,4,bank,1,141,2,yes,1,1,-11,8,1,128
689,E1 no cost,12,20,female,28,837520,16,8,12,bank,1,128,4,yes,1,1,-55,2,1,114
690,E1 no cost,12,20,female,29,854393,57,2,3,bank,1,147,1,yes,1,1,-8,4,1,180
691,E1 no cost,12,20,female,30,873592,45,4,9,bank,1,56,5,yes,1,1,-137,7,0,0
692,E1 no cost,12,20,female,31,891176,55,7,3,bust,-1,-182,-4,yes,1,1,-98,2,1,146
693,E1 no cost,12,20,female,32,910538,73,2,4,bank,1,95,2,yes,1,1,-26,5,1,210
694,E1 no cost,12,20,female,33,927650,42,5,7,bank,1,115,2,yes,1,1,-70,2,1,176
695,E1 no cost,12,20,female,34,944714,88,2,3,bank,1,53,1,yes,1,1,-21,6,1,132
696,E1 no cost,12,20,female,35,962804,22,6,10,bank,1,90,4,yes,1,1,-116,5,1,105
697,E1 no cost,12,20,female,36,982788,21,5,5,bank,1,83,0,yes,1,1,-4,4,1,192
698,E1 no cost,12,20,female,37,1008555,48,4,7,bank,1,58,3,yes,1,1,-66,3,0,0
699,E1 no cost,12,20,female,38,1031836,33,3,2,bust,-1,-111,-1,yes,1,1,8,9,0,0
700,E1 no cost,12,20,female,39,1059612,22,9,8,bust,-1,-117,-1,yes,1,1,39,4,1,188
701,E1 no cost,12,20,female,40,1075043,47,4,9,bank,1,55,5,yes,1,1,-59,8,0,0
702,E1 no cost,12,20,female,41,1097669,9,8,3,bust,-1,-111,-5,yes,1,1,-75,4,0,0
703,E1 no cost,12,20,female,42,1114148,40,4,0,bust,-1,-98,-4,yes,1,1,77,12,0,0
704,E1 no cost,12,20,female,43,1139836,2,12,4,bust,-1,-105,-8,yes,1,1,-54,5,0,0
705,E1 no cost,12,20,female,44,1157253,58,5,1,bust,-1,-157,-4,yes,1,1,93,2,1,194
706,E1 no cost,12,20,female,45,1170173,97,2,3,bank,1,56,1,yes,1,1,52,4,1,224
707,E1 no cost,12,20,female,46,1190589,56,4,4,bank,1,55,0,yes,1,1,79,3,1,90
708,E1 no cost,12,20,female,47,1204815,30,3,6,bank,1,85,3,yes,1,1,-57,8,0,0
709,E1 no cost,12,20,female,48,1225462,6,8,2,bust,-1,-104,-6,yes,1,1,43,6,0,0
710,E1 no cost,12,20,female,49,1242126,36,6,3,bust,-1,-90,-3,yes,1,1,17,3,1,300
711,E1 no cost,12,20,female,50,1254951,100,3,6,bank,1,63,3,yes,1,1,-72,5,1,180
712,E1 no cost,12,20,female,51,1271600,36,5,5,bank,1,69,0,yes,1,1,27,4,1,92
713,E1 no cost,12,20,female,52,1286007,23,4,4,bank,1,87,0,yes,1,1,72,3,1,210
714,E1 no cost,12,20,female,53,1299383,70,3,8,bank,1,65,5,yes,1,1,-70,5,1,235
715,E1 no cost,12,20,female,54,1315079,47,5,9,bank,1,68,4,yes,1,1,-78,5,1,100
716,E1 no cost,12,20,female,55,1332144,20,5,10,bank,1,79,5,yes,1,1,-102,8,0,0
717,E1 no cost,12,20,female,56,1347791,32,8,1,bust,-1,-156,-7,yes,1,1,80,5,0,0
718,E1 no cost,12,20,female,57,1421784,3,5,4,bust,-1,-104,-1,yes,1,1,23,6,0,0
719,E1 no cost,12,20,female,58,1437671,22,6,0,bust,-1,-115,-6,yes,1,1,138,2,1,184
720,E1 no cost,12,20,female,59,1451616,92,2,10,bank,1,93,8,yes,1,1,-113,NA,NA,NA
721,E1 no cost,13,20,female,0,208124,18,10,0,bust,-1,-150,-10,yes,1,1,-154,4,0,0
722,E1 no cost,13,20,female,1,230798,20,4,1,bust,-1,-128,-3,yes,1,1,-138,9,0,0
723,E1 no cost,13,20,female,2,254617,9,9,4,bust,-1,-180,-5,yes,1,1,-130,3,0,0
724,E1 no cost,13,20,female,3,271669,19,3,0,bust,-1,-200,-3,yes,1,1,-179,1,1,93
725,E1 no cost,13,20,female,4,288407,93,1,7,bank,1,0,6,yes,1,1,-200,2,1,198
726,E1 no cost,13,20,female,5,306316,99,2,3,bank,1,0,1,yes,1,1,60,4,1,128
727,E1 no cost,13,20,female,6,325142,32,4,8,bank,1,47,4,yes,1,1,-82,5,0,0
728,E1 no cost,13,20,female,7,343050,14,5,3,bust,-1,-200,-2,yes,1,1,-69,2,1,164
729,E1 no cost,13,20,female,8,361820,82,2,8,bank,1,47,6,yes,1,1,-174,3,1,270
730,E1 no cost,13,20,female,9,385624,90,3,8,bank,1,107,5,yes,1,1,-161,5,1,435
731,E1 no cost,13,20,female,10,403445,87,5,8,bank,1,166,3,yes,1,1,-133,8,1,80
732,E1 no cost,13,20,female,11,427673,10,8,12,bank,1,100,4,yes,1,1,-101,2,1,190
733,E1 no cost,13,20,female,12,443474,95,2,8,bank,1,67,6,yes,1,1,-180,5,0,0
734,E1 no cost,13,20,female,13,460137,4,5,1,bust,-1,-170,-4,yes,1,1,-167,6,1,228
735,E1 no cost,13,20,female,14,479384,38,6,9,bank,1,136,3,yes,1,1,-90,3,1,141
736,E1 no cost,13,20,female,15,495052,47,3,7,bank,1,51,4,yes,1,1,-81,6,0,0
737,E1 no cost,13,20,female,16,520308,45,6,4,bust,-1,-120,-2,yes,1,1,-66,7,0,0
738,E1 no cost,13,20,female,17,539848,10,7,6,bust,-1,-156,-1,yes,1,1,-200,9,0,0
739,E1 no cost,13,20,female,18,559547,27,9,2,bust,-1,-133,-7,yes,1,1,-130,6,1,444
740,E1 no cost,13,20,female,19,576907,74,6,12,bank,1,135,6,yes,1,1,-146,9,1,882
741,E1 no cost,13,20,female,20,614067,98,9,10,bank,1,200,1,yes,1,1,65,3,1,102
742,E1 no cost,13,20,female,21,629546,34,3,10,bank,1,58,7,yes,1,1,-82,1,1,90
743,E1 no cost,13,20,female,22,648483,90,1,6,bank,1,32,5,yes,1,1,-122,7,0,0
744,E1 no cost,13,20,female,23,665677,79,7,1,bust,-1,-58,-6,yes,1,1,-127,7,1,588
745,E1 no cost,13,20,female,24,682919,84,7,12,bank,1,200,5,yes,1,1,-128,8,0,0
746,E1 no cost,13,20,female,25,701728,53,8,2,bust,-1,-96,-6,yes,1,1,-119,4,0,0
747,E1 no cost,13,20,female,26,715560,62,4,3,bust,-1,-200,-1,yes,1,1,-200,9,1,216
748,E1 no cost,13,20,female,27,733498,24,9,11,bank,1,83,2,yes,1,1,55,3,1,216
749,E1 no cost,13,20,female,28,745896,72,3,3,bank,1,19,0,yes,1,1,200,3,1,189
750,E1 no cost,13,20,female,29,765538,63,3,12,bank,1,41,9,yes,1,1,-161,7,0,0
751,E1 no cost,13,20,female,30,784509,52,7,4,bust,-1,-143,-3,yes,1,1,0,2,1,50
752,E1 no cost,13,20,female,31,802313,25,2,9,bank,1,11,7,yes,1,1,-43,5,1,205
753,E1 no cost,13,20,female,32,818093,41,5,9,bank,1,42,4,yes,1,1,32,1,1,91
754,E1 no cost,13,20,female,33,833722,91,1,9,bank,1,0,8,yes,1,1,-82,4,1,376
755,E1 no cost,13,20,female,34,849311,94,4,8,bank,1,65,4,yes,1,1,7,10,0,0
756,E1 no cost,13,20,female,35,868607,2,10,0,bust,-1,-37,-10,yes,1,1,-200,4,1,288
757,E1 no cost,13,20,female,36,883030,72,4,11,bank,1,42,7,yes,1,1,-92,5,1,185
758,E1 no cost,13,20,female,37,898563,37,5,7,bank,1,72,2,yes,1,1,0,5,0,0
759,E1 no cost,13,20,female,38,912674,21,5,4,bust,-1,-62,-1,yes,1,1,18,3,1,18
760,E1 no cost,13,20,female,39,926584,6,3,4,bank,1,22,1,yes,1,1,143,5,1,225
761,E1 no cost,13,20,female,40,941291,45,5,9,bank,1,51,4,yes,1,1,-39,9,0,0
762,E1 no cost,13,20,female,41,969207,10,9,6,bust,-1,-200,-3,yes,1,1,-6,4,0,0
763,E1 no cost,13,20,female,42,983453,33,4,2,bust,-1,-171,-2,yes,1,1,27,3,1,261
764,E1 no cost,13,20,female,43,997255,87,3,4,bank,1,120,1,yes,1,1,60,3,0,0
765,E1 no cost,13,20,female,44,1010882,59,3,1,bust,-1,-48,-2,yes,1,1,0,3,1,228
766,E1 no cost,13,20,female,45,1024001,76,3,9,bank,1,81,6,yes,1,1,-159,3,1,207
767,E1 no cost,13,20,female,46,1037578,69,3,9,bank,1,106,6,yes,1,1,-106,12,0,0
768,E1 no cost,13,20,female,47,1058674,75,12,4,bust,-1,-142,-8,yes,1,1,0,5,0,0
769,E1 no cost,13,20,female,48,1073428,83,5,0,bust,-1,-109,-5,yes,1,1,-67,3,1,45
770,E1 no cost,13,20,female,49,1089488,15,3,9,bank,1,66,6,yes,1,1,-89,4,0,0
771,E1 no cost,13,20,female,50,1104147,52,4,1,bust,-1,-81,-3,yes,1,1,0,5,1,495
772,E1 no cost,13,20,female,51,1119307,99,5,6,bank,1,67,1,yes,1,1,94,6,1,516
773,E1 no cost,13,20,female,52,1136390,86,6,9,bank,1,105,3,yes,1,1,14,4,0,0
774,E1 no cost,13,20,female,53,1154483,100,4,3,bust,-1,-93,-1,yes,1,1,-42,5,0,0
775,E1 no cost,13,20,female,54,1168631,46,5,4,bust,-1,-79,-1,yes,1,1,-118,2,1,192
776,E1 no cost,13,20,female,55,1183331,96,2,7,bank,1,35,5,yes,1,1,-59,3,1,243
777,E1 no cost,13,20,female,56,1198450,81,3,11,bank,1,101,8,yes,1,1,-86,7,0,0
778,E1 no cost,13,20,female,57,1214171,84,7,5,bust,-1,-191,-2,yes,1,1,65,12,0,0
779,E1 no cost,13,20,female,58,1233815,12,12,11,bust,-1,-81,-1,yes,1,1,-158,7,0,0
780,E1 no cost,13,20,female,59,1249184,29,7,3,bust,-1,-107,-4,yes,1,1,-113,NA,NA,NA
781,E1 no cost,14,19,female,0,163515,94,5,1,bust,-1,-135,-4,yes,1,1,-19,1,1,1
782,E1 no cost,14,19,female,1,182401,1,1,2,bank,1,16,1,yes,1,1,104,3,1,54
783,E1 no cost,14,19,female,2,202003,18,3,5,bank,1,43,2,yes,1,1,-53,4,1,72
784,E1 no cost,14,19,female,3,223381,18,4,5,bank,1,81,1,yes,1,1,21,5,0,0
785,E1 no cost,14,19,female,4,240114,53,5,4,bust,-1,-76,-1,yes,1,1,-116,3,1,51
786,E1 no cost,14,19,female,5,257731,17,3,8,bank,1,83,5,yes,1,1,-126,5,1,165
787,E1 no cost,14,19,female,6,284483,33,5,8,bank,1,110,3,yes,1,1,-96,4,0,0
788,E1 no cost,14,19,female,7,308354,8,4,3,bust,-1,-25,-1,yes,1,1,-32,3,1,150
789,E1 no cost,14,19,female,8,328283,50,3,8,bank,1,84,5,yes,1,1,10,2,1,54
790,E1 no cost,14,19,female,9,343677,27,2,2,bank,1,27,0,yes,1,1,200,1,1,18
791,E1 no cost,14,19,female,10,363490,18,1,5,bank,1,5,4,yes,1,1,-21,2,1,132
792,E1 no cost,14,19,female,11,460988,66,2,5,bank,1,29,3,yes,1,1,-24,2,1,88
793,E1 no cost,14,19,female,12,486786,44,2,4,bank,1,60,2,no,0,-1,3,1,1,43
794,E1 no cost,14,19,female,13,501612,43,1,9,bank,1,78,8,yes,1,1,-33,1,1,89
795,E1 no cost,14,19,female,14,881629,89,1,4,bank,1,64,3,yes,1,1,10,4,1,116
796,E1 no cost,14,19,female,15,936609,29,4,6,bank,1,89,2,yes,1,1,8,3,1,87
