,study,subject,age,gender,trial,time_elapsed,pump_value,n_pumps,limit,outcome,outcome_ec,outcome_rating,diff_pumps_limit,information_outcome,information_sought,information_received_ec,emotion_change_rating,next_trial_n_pumps,next_trial_bank,next_trial_points
55,E1 no cost,1,20,female,54,1532995,35,3,7,bank,1,54,4,yes,1,1,18,6,0,0
56,E1 no cost,1,20,female,55,1553267,63,6,0,bust,-1,-72,-6,no,0,-1,-16,3,1,93
57,E1 no cost,1,20,female,56,1568389,31,3,4,bank,1,20,1,yes,1,1,52,1,1,1
58,E1 no cost,1,20,female,57,1582529,1,1,2,bank,1,35,1,yes,1,1,-30,1,1,1
59,E1 no cost,1,20,female,58,1597166,1,1,7,bank,1,17,6,yes,1,1,-50,5,0,0
60,E1 no cost,1,20,female,59,1615341,53,5,0,bust,-1,-41,-5,no,0,-1,-40,NA,NA,NA
61,E1 no cost,2,25,female,0,388730,50,6,7,bank,1,200,1,yes,1,1,147,11,1,22
62,E1 no cost,2,25,female,1,425034,2,11,12,bank,1,76,1,yes,1,1,200,9,0,0
63,E1 no cost,2,25,female,2,455433,62,9,1,bust,-1,-192,-8,yes,1,1,66,5,1,185
64,E1 no cost,2,25,female,3,479326,37,5,10,bank,1,75,5,yes,1,1,-124,7,1,623
65,E1 no cost,2,25,female,4,501842,89,7,8,bank,1,141,1,yes,1,1,94,9,1,810
66,E1 no cost,2,25,female,5,528397,90,9,10,bank,1,128,1,yes,1,1,84,9,1,522
67,E1 no cost,2,25,female,6,553826,58,9,9,bank,1,99,0,yes,1,1,200,10,1,660
68,E1 no cost,2,25,female,7,592711,66,10,12,bank,1,144,2,yes,1,1,-88,11,0,0
69,E1 no cost,2,25,female,8,618516,98,11,1,bust,-1,-177,-10,yes,1,1,64,6,1,132
70,E1 no cost,2,25,female,9,662690,22,6,10,bank,1,101,4,yes,1,1,-182,9,0,0
71,E1 no cost,2,25,female,10,692366,15,9,7,bust,-1,-160,-2,yes,1,1,-171,11,0,0
72,E1 no cost,2,25,female,11,730658,89,11,3,bust,-1,-165,-8,yes,1,1,-27,4,1,76
73,E1 no cost,2,25,female,12,755844,19,4,9,bank,1,48,5,yes,1,1,-108,10,0,0
74,E1 no cost,2,25,female,13,781829,90,10,3,bust,-1,-158,-7,yes,1,1,-40,6,1,354
75,E1 no cost,2,25,female,14,806417,59,6,12,bank,1,56,6,yes,1,1,-174,6,0,0
76,E1 no cost,2,25,female,15,828641,45,6,5,bust,-1,-152,-1,yes,1,1,-168,10,0,0
77,E1 no cost,2,25,female,16,854688,87,10,1,bust,-1,-200,-9,yes,1,1,38,7,0,0
78,E1 no cost,2,25,female,17,882278,27,7,4,bust,-1,-144,-3,yes,1,1,-76,4,1,96
79,E1 no cost,2,25,female,18,898242,24,4,4,bank,1,40,0,yes,1,1,200,8,1,208
80,E1 no cost,2,25,female,19,922534,26,8,8,bank,1,100,0,yes,1,1,200,12,1,60
81,E1 no cost,2,25,female,20,950628,5,12,12,bank,1,200,0,yes,1,1,200,10,1,70
82,E1 no cost,2,25,female,21,980160,7,10,12,bank,1,88,2,yes,1,1,-64,7,0,0
83,E1 no cost,2,25,female,22,999302,29,7,4,bust,-1,-108,-3,yes,1,1,-92,5,1,170
84,E1 no cost,2,25,female,23,1022323,34,5,6,bank,1,47,1,yes,1,1,-12,7,0,0
85,E1 no cost,2,25,female,24,1042992,43,7,2,bust,-1,-137,-5,yes,1,1,12,5,0,0
86,E1 no cost,2,25,female,25,1066447,56,5,3,bust,-1,-200,-2,yes,1,1,-43,10,0,0
87,E1 no cost,2,25,female,26,1090693,8,10,3,bust,-1,-67,-7,yes,1,1,-18,3,1,12
88,E1 no cost,2,25,female,27,1105956,4,3,3,bank,1,16,0,yes,1,1,200,6,1,498
89,E1 no cost,2,25,female,28,1124754,83,6,10,bank,1,66,4,yes,1,1,-101,10,0,0
90,E1 no cost,2,25,female,29,1149895,38,10,9,bust,-1,-101,-1,yes,1,1,-200,7,0,0
91,E1 no cost,2,25,female,30,1168542,80,7,5,bust,-1,-165,-2,yes,1,1,-91,3,1,111
92,E1 no cost,2,25,female,31,1186087,37,3,3,bank,1,44,0,yes,1,1,200,8,0,0
93,E1 no cost,2,25,female,32,1208789,85,8,6,bust,-1,-111,-2,yes,1,1,-97,6,1,534
94,E1 no cost,2,25,female,33,1231872,89,6,10,bank,1,73,4,yes,1,1,-200,10,0,0
95,E1 no cost,2,25,female,34,1253738,17,10,5,bust,-1,-62,-5,yes,1,1,-68,5,0,0
96,E1 no cost,2,25,female,35,1274498,60,5,1,bust,-1,-72,-4,yes,1,1,42,7,1,371
97,E1 no cost,2,25,female,36,1296592,53,7,8,bank,1,88,1,yes,1,1,-23,12,0,0
98,E1 no cost,2,25,female,37,1320912,8,12,9,bust,-1,-44,-3,yes,1,1,-33,7,1,161
99,E1 no cost,2,25,female,38,1345456,23,7,9,bank,1,55,2,yes,1,1,-80,7,0,0
100,E1 no cost,2,25,female,39,1364770,55,7,4,bust,-1,-98,-3,yes,1,1,-72,4,1,132
101,E1 no cost,2,25,female,40,1381462,33,4,5,bank,1,26,1,yes,1,1,49,6,1,252
102,E1 no cost,2,25,female,41,1406594,42,6,9,bank,1,43,3,yes,1,1,-122,11,0,0
103,E1 no cost,2,25,female,42,1430408,5,11,8,bust,-1,-72,-3,yes,1,1,-104,5,1,370
104,E1 no cost,2,25,female,43,1449905,74,5,6,bank,1,74,1,yes,1,1,109,7,1,420
105,E1 no cost,2,25,female,44,1474105,60,7,12,bank,1,54,5,yes,1,1,-178,8,1,544
106,E1 no cost,2,25,female,45,1497180,68,8,8,bank,1,89,0,yes,1,1,200,8,0,0
107,E1 no cost,2,25,female,46,1519395,33,8,1,bust,-1,-76,-7,yes,1,1,53,5,1,355
108,E1 no cost,2,25,female,47,1535534,71,5,9,bank,1,49,4,yes,1,1,-126,9,0,0
109,E1 no cost,2,25,female,48,1559014,38,9,3,bust,-1,-84,-6,yes,1,1,-61,6,0,0
110,E1 no cost,2,25,female,49,1578745,100,6,1,bust,-1,-148,-5,yes,1,1,99,6,1,312
111,E1 no cost,2,25,female,50,1598456,52,6,9,bank,1,68,3,yes,1,1,-92,5,0,0
112,E1 no cost,2,25,female,51,1615365,78,5,0,bust,-1,-144,-5,yes,1,1,159,3,1,189
113,E1 no cost,2,25,female,52,1637308,63,3,8,bank,1,24,5,yes,1,1,-169,8,1,544
114,E1 no cost,2,25,female,53,1659894,68,8,11,bank,1,96,3,yes,1,1,-109,12,0,0
115,E1 no cost,2,25,female,54,1683697,65,12,6,bust,-1,-106,-6,yes,1,1,-40,6,0,0
116,E1 no cost,2,25,female,55,1701882,11,6,5,bust,-1,-92,-1,yes,1,1,-153,4,1,136
117,E1 no cost,2,25,female,56,1717964,34,4,5,bank,1,28,1,yes,1,1,86,5,1,410
118,E1 no cost,2,25,female,57,1736002,82,5,10,bank,1,61,5,yes,1,1,-118,8,1,664
119,E1 no cost,2,25,female,58,1755622,83,8,8,bank,1,109,0,yes,1,1,200,12,0,0
120,E1 no cost,2,25,female,59,1777618,2,12,10,bust,-1,-44,-2,yes,1,1,-87,NA,NA,NA
121,E1 no cost,3,18,female,0,401091,8,2,9,bank,1,20,7,yes,1,1,0,5,1,230
122,E1 no cost,3,18,female,1,430871,46,5,6,bank,1,18,1,yes,1,1,32,3,0,0
123,E1 no cost,3,18,female,2,468321,72,3,1,bust,-1,-19,-2,yes,1,1,-7,1,0,0
124,E1 no cost,3,18,female,3,486309,38,1,0,bust,-1,-11,-1,yes,1,1,-17,2,1,104
125,E1 no cost,3,18,female,4,507036,52,2,9,bank,1,17,7,yes,1,1,12,5,1,45
126,E1 no cost,3,18,female,5,527497,9,5,7,bank,1,28,2,yes,1,1,28,2,1,178
127,E1 no cost,3,18,female,6,546536,89,2,7,bank,1,21,5,yes,1,1,29,6,1,54
128,E1 no cost,3,18,female,7,569400,9,6,6,bank,1,49,0,yes,1,1,100,1,0,0
129,E1 no cost,3,18,female,8,586162,93,1,0,bust,-1,9,-1,yes,1,1,0,2,1,64
130,E1 no cost,3,18,female,9,608546,32,2,7,bank,1,28,5,no,0,-1,39,5,1,60
131,E1 no cost,3,18,female,10,627138,12,5,9,bank,1,52,4,no,0,-1,54,10,0,0
132,E1 no cost,3,18,female,11,654347,4,10,7,bust,-1,-36,-3,yes,1,1,-20,3,1,24
133,E1 no cost,3,18,female,12,677446,8,3,3,bank,1,21,0,no,0,-1,52,2,1,162
134,E1 no cost,3,18,female,13,695632,81,2,9,bank,1,55,7,no,0,-1,73,3,1,195
135,E1 no cost,3,18,female,14,714410,65,3,6,bank,1,44,3,yes,1,1,50,4,0,0
136,E1 no cost,3,18,female,15,733186,33,4,0,bust,-1,-19,-4,no,0,-1,-24,1,1,100
137,E1 no cost,3,18,female,16,749136,100,1,8,bank,1,52,7,no,0,-1,51,2,1,126
138,E1 no cost,3,18,female,17,765728,63,2,5,bank,1,72,3,no,0,-1,77,6,1,24
139,E1 no cost,3,18,female,18,784056,4,6,10,bank,1,42,4,no,0,-1,35,3,1,75
140,E1 no cost,3,18,female,19,799074,25,3,7,bank,1,57,4,no,0,-1,57,3,1,96
141,E1 no cost,3,18,female,20,820785,32,3,12,bank,1,39,9,no,0,-1,48,2,1,70
142,E1 no cost,3,18,female,21,840940,35,2,6,bank,1,32,4,no,0,-1,36,2,0,0
143,E1 no cost,3,18,female,22,862895,75,2,1,bust,-1,-33,-1,no,0,-1,-15,1,1,59
144,E1 no cost,3,18,female,23,876633,59,1,1,bank,1,27,0,no,0,-1,24,2,1,88
145,E1 no cost,3,18,female,24,892847,44,2,3,bank,1,28,1,yes,1,1,28,3,0,0
146,E1 no cost,3,18,female,25,914222,77,3,0,bust,-1,-30,-3,yes,1,1,-15,2,0,0
147,E1 no cost,3,18,female,26,973252,23,2,0,bust,-1,-26,-2,no,0,-1,-19,1,1,82
148,E1 no cost,3,18,female,27,989737,82,1,9,bank,1,21,8,no,0,-1,46,3,0,0
149,E1 no cost,3,18,female,28,1022938,30,3,1,bust,-1,-34,-2,yes,1,1,-25,2,1,90
150,E1 no cost,3,18,female,29,1037060,45,2,6,bank,1,48,4,yes,1,1,13,2,1,110
151,E1 no cost,3,18,female,30,1059942,55,2,5,bank,1,20,3,no,0,-1,30,2,1,34
152,E1 no cost,3,18,female,31,1073450,17,2,5,bank,1,23,3,no,0,-1,52,2,1,196
153,E1 no cost,3,18,female,32,1088638,98,2,2,bank,1,25,0,yes,1,1,104,2,1,110
154,E1 no cost,3,18,female,33,1102560,55,2,9,bank,1,32,7,yes,1,1,18,5,1,40
155,E1 no cost,3,18,female,34,1120582,8,5,11,bank,1,31,6,yes,1,1,20,3,1,57
156,E1 no cost,3,18,female,35,1137605,19,3,11,bank,1,54,8,yes,1,1,0,4,1,344
157,E1 no cost,3,18,female,36,1153257,86,4,9,bank,1,44,5,yes,1,1,35,3,1,60
158,E1 no cost,3,18,female,37,1169493,20,3,10,bank,1,31,7,yes,1,1,16,2,1,34
159,E1 no cost,3,18,female,38,1183532,17,2,6,bank,1,44,4,no,0,-1,44,3,1,144
160,E1 no cost,3,18,female,39,1197691,48,3,11,bank,1,35,8,yes,1,1,24,7,0,0
161,E1 no cost,3,18,female,40,1217411,34,7,2,bust,-1,-39,-5,yes,1,1,-42,3,1,66
162,E1 no cost,3,18,female,41,1231877,22,3,4,bank,1,24,1,yes,1,1,53,5,0,0
163,E1 no cost,3,18,female,42,1248987,7,5,0,bust,-1,-25,-5,yes,1,1,-82,3,1,210
164,E1 no cost,3,18,female,43,1262442,70,3,12,bank,1,42,9,yes,1,1,11,2,1,148
165,E1 no cost,3,18,female,44,1277277,74,2,2,bank,1,19,0,yes,1,1,28,3,0,0
166,E1 no cost,3,18,female,45,1297263,60,3,2,bust,-1,-23,-1,yes,1,1,-36,2,1,50
167,E1 no cost,3,18,female,46,1312271,25,2,11,bank,1,20,9,yes,1,1,13,3,1,270
168,E1 no cost,3,18,female,47,1326188,90,3,3,bank,1,15,0,yes,1,1,55,2,0,0
169,E1 no cost,3,18,female,48,1340278,45,2,0,bust,-1,-32,-2,yes,1,1,-28,2,1,104
170,E1 no cost,3,18,female,49,1353576,52,2,3,bank,1,40,1,yes,1,1,40,2,1,200
171,E1 no cost,3,18,female,50,1368824,100,2,9,bank,1,41,7,yes,1,1,38,1,1,93
172,E1 no cost,3,18,female,51,1382368,93,1,6,bank,1,27,5,yes,1,1,14,3,1,186
173,E1 no cost,3,18,female,52,1402306,62,3,3,bank,1,17,0,yes,1,1,73,2,1,68
174,E1 no cost,3,18,female,53,1418512,34,2,2,bank,1,22,0,yes,1,1,60,6,1,600
175,E1 no cost,3,18,female,54,1437406,100,6,10,bank,1,47,4,yes,1,1,50,2,1,168
176,E1 no cost,3,18,female,55,1454382,84,2,3,bank,1,61,1,yes,1,1,29,2,0,0
177,E1 no cost,3,18,female,56,1470290,27,2,1,bust,-1,36,-1,yes,1,1,-23,4,0,0
178,E1 no cost,3,18,female,57,1491290,2,4,1,bust,-1,-22,-3,yes,1,1,-45,2,1,156
179,E1 no cost,3,18,female,58,1503727,78,2,12,bank,1,36,10,yes,1,1,10,1,1,34
180,E1 no cost,3,18,female,59,1517292,34,1,11,bank,1,25,10,yes,1,1,18,NA,NA,NA
181,E1 no cost,4,19,female,0,346108,6,10,8,bust,-1,4,-2,yes,1,1,0,5,1,475
182,E1 no cost,4,19,female,1,368216,95,5,9,bank,1,0,4,no,0,-1,0,5,0,0
183,E1 no cost,4,19,female,2,391321,73,5,4,bust,-1,-26,-1,no,0,-1,0,6,0,0
184,E1 no cost,4,19,female,3,440788,36,6,5,bust,-1,0,-1,no,0,-1,0,10,0,0
185,E1 no cost,4,19,female,4,463010,71,10,6,bust,-1,0,-4,no,0,-1,0,5,1,440
186,E1 no cost,4,19,female,5,484087,88,5,11,bank,1,0,6,yes,1,1,0,4,1,316
187,E1 no cost,4,19,female,6,521934,79,4,11,bank,1,0,7,no,0,-1,0,5,1,405
188,E1 no cost,4,19,female,7,552572,81,5,5,bank,1,14,0,no,0,-1,13,6,1,330
189,E1 no cost,4,19,female,8,577205,55,6,9,bank,1,7,3,no,0,-1,15,8,1,328
190,E1 no cost,4,19,female,9,600902,41,8,10,bank,1,0,2,no,0,-1,0,4,1,352
191,E1 no cost,4,19,female,10,617984,88,4,4,bank,1,0,0,no,0,-1,0,5,0,0
192,E1 no cost,4,19,female,11,637138,80,5,2,bust,-1,0,-3,no,0,-1,0,7,0,0
193,E1 no cost,4,19,female,12,654908,20,7,6,bust,-1,0,-1,no,0,-1,0,5,0,0
194,E1 no cost,4,19,female,13,673875,15,5,4,bust,-1,0,-1,no,0,-1,0,10,0,0
195,E1 no cost,4,19,female,14,697740,18,10,7,bust,-1,-112,-3,no,0,-1,0,6,1,120
196,E1 no cost,4,19,female,15,729220,20,6,11,bank,1,0,5,no,0,-1,0,5,0,0
197,E1 no cost,4,19,female,16,748979,43,5,0,bust,-1,0,-5,no,0,-1,0,5,1,255
198,E1 no cost,4,19,female,17,765518,51,5,7,bank,1,0,2,no,0,-1,0,3,1,273
199,E1 no cost,4,19,female,18,781070,91,3,9,bank,1,0,6,no,0,-1,0,5,0,0
200,E1 no cost,4,19,female,19,798112,56,5,2,bust,-1,0,-3,no,0,-1,0,6,1,264
201,E1 no cost,4,19,female,20,813672,44,6,7,bank,1,0,1,no,0,-1,0,12,0,0
202,E1 no cost,4,19,female,21,836170,1,12,7,bust,-1,0,-5,no,0,-1,0,5,1,135
203,E1 no cost,4,19,female,22,864986,27,5,10,bank,1,0,5,no,0,-1,-7,4,0,0
204,E1 no cost,4,19,female,23,895552,72,4,3,bust,-1,0,-1,no,0,-1,0,7,0,0
205,E1 no cost,4,19,female,24,914361,2,7,0,bust,-1,0,-7,no,0,-1,0,7,1,133
206,E1 no cost,4,19,female,25,935976,19,7,7,bank,1,0,0,no,0,-1,0,6,0,0
207,E1 no cost,4,19,female,26,954016,49,6,2,bust,-1,0,-4,no,0,-1,0,5,1,305
208,E1 no cost,4,19,female,27,988194,61,5,8,bank,1,0,3,no,0,-1,9,4,1,308
209,E1 no cost,4,19,female,28,1018287,77,4,4,bank,1,0,0,no,0,-1,0,4,1,364
210,E1 no cost,4,19,female,29,1037841,91,4,8,bank,1,0,4,no,0,-1,0,6,1,216
211,E1 no cost,4,19,female,30,1055925,36,6,11,bank,1,0,5,no,0,-1,0,5,0,0
212,E1 no cost,4,19,female,31,1073312,4,5,3,bust,-1,0,-2,no,0,-1,0,5,1,265
213,E1 no cost,4,19,female,32,1092284,53,5,11,bank,1,0,6,no,0,-1,0,6,1,234
214,E1 no cost,4,19,female,33,1111409,39,6,12,bank,1,0,6,no,0,-1,0,4,1,296
215,E1 no cost,4,19,female,34,1126834,74,4,11,bank,1,0,7,no,0,-1,0,6,1,198
216,E1 no cost,4,19,female,35,1145180,33,6,10,bank,1,0,4,no,0,-1,0,6,1,138
217,E1 no cost,4,19,female,36,1162302,23,6,12,bank,1,0,6,no,0,-1,0,5,1,220
218,E1 no cost,4,19,female,37,1179456,44,5,12,bank,1,0,7,no,0,-1,0,4,1,200
219,E1 no cost,4,19,female,38,1199166,50,4,11,bank,1,0,7,no,0,-1,0,5,1,195
220,E1 no cost,4,19,female,39,1215755,39,5,7,bank,1,0,2,no,0,-1,0,4,0,0
221,E1 no cost,4,19,female,40,1230149,53,4,1,bust,-1,0,-3,no,0,-1,0,3,1,195
222,E1 no cost,4,19,female,41,1250930,65,3,11,bank,1,0,8,no,0,-1,0,4,1,232
223,E1 no cost,4,19,female,42,1267294,58,4,4,bank,1,0,0,no,0,-1,0,5,1,205
224,E1 no cost,4,19,female,43,1287326,41,5,8,bank,1,0,3,no,0,-1,0,5,1,245
225,E1 no cost,4,19,female,44,1303674,49,5,8,bank,1,0,3,no,0,-1,0,6,1,102
226,E1 no cost,4,19,female,45,1329010,17,6,11,bank,1,0,5,no,0,-1,0,6,1,48
227,E1 no cost,4,19,female,46,1349906,8,6,6,bank,1,0,0,no,0,-1,0,3,1,294
228,E1 no cost,4,19,female,47,1369148,98,3,9,bank,1,0,6,no,0,-1,0,4,1,268
229,E1 no cost,4,19,female,48,1387190,67,4,12,bank,1,0,8,no,0,-1,0,5,0,0
230,E1 no cost,4,19,female,49,1403212,40,5,2,bust,-1,0,-3,no,0,-1,0,4,1,328
231,E1 no cost,4,19,female,50,1418516,82,4,8,bank,1,0,4,no,0,-1,0,7,0,0
232,E1 no cost,4,19,female,51,1439648,2,7,3,bust,-1,0,-4,no,0,-1,0,5,1,40
233,E1 no cost,4,19,female,52,1456520,8,5,6,bank,1,0,1,no,0,-1,0,4,0,0
234,E1 no cost,4,19,female,53,1475362,91,4,2,bust,-1,0,-2,no,0,-1,0,4,1,304
235,E1 no cost,4,19,female,54,1500025,76,4,11,bank,1,0,7,no,0,-1,0,5,1,120
236,E1 no cost,4,19,female,55,1519577,24,5,6,bank,1,0,1,no,0,-1,0,6,0,0
237,E1 no cost,4,19,female,56,1539144,30,6,5,bust,-1,0,-1,no,0,-1,0,5,1,230
238,E1 no cost,4,19,female,57,1555552,46,5,9,bank,1,0,4,no,0,-1,0,4,0,0
239,E1 no cost,4,19,female,58,1572218,90,4,3,bust,-1,0,-1,no,0,-1,0,3,1,276
240,E1 no cost,4,19,female,59,1588779,92,3,4,bank,1,0,1,no,0,-1,0,NA,NA,NA
241,E1 no cost,5,19,female,0,176026,50,6,12,bank,1,59,6,yes,1,1,14,7,1,245
242,E1 no cost,5,19,female,1,201998,35,7,9,bank,1,33,2,no,0,-1,14,4,1,180
243,E1 no cost,5,19,female,2,217889,45,4,7,bank,1,30,3,no,0,-1,1,5,0,0
244,E1 no cost,5,19,female,3,239832,62,5,0,bust,-1,31,-5,yes,1,1,3,5,1,270
245,E1 no cost,5,19,female,4,255342,54,5,7,bank,1,40,2,no,0,-1,22,8,0,0
246,E1 no cost,5,19,female,5,274037,19,8,3,bust,-1,19,-5,yes,1,1,24,7,1,259
247,E1 no cost,5,19,female,6,366807,37,7,10,bank,1,40,3,yes,1,1,-20,3,1,297
248,E1 no cost,5,19,female,7,382640,99,3,6,bank,1,18,3,yes,1,1,0,7,1,322
249,E1 no cost,5,19,female,8,401769,46,7,9,bank,1,15,2,no,0,-1,19,4,1,144
250,E1 no cost,5,19,female,9,416256,36,4,5,bank,1,18,1,no,0,-1,13,10,1,100
251,E1 no cost,5,19,female,10,444778,10,10,12,bank,1,37,2,no,0,-1,12,6,0,0
252,E1 no cost,5,19,female,11,463055,54,6,0,bust,-1,-2,-6,no,0,-1,-3,6,0,0
253,E1 no cost,5,19,female,12,492678,88,6,1,bust,-1,-41,-5,no,0,-1,-8,4,1,364
254,E1 no cost,5,19,female,13,515254,91,4,11,bank,1,20,7,no,0,-1,12,6,1,504
255,E1 no cost,5,19,female,14,539722,84,6,12,bank,1,50,6,no,0,-1,10,6,0,0
256,E1 no cost,5,19,female,15,558974,39,6,5,bust,-1,6,-1,no,0,-1,6,3,1,18
257,E1 no cost,5,19,female,16,578300,6,3,8,bank,1,-12,5,no,0,-1,2,5,1,290
258,E1 no cost,5,19,female,17,601224,58,5,10,bank,1,33,5,no,0,-1,11,8,0,0
259,E1 no cost,5,19,female,18,626682,21,8,2,bust,-1,7,-6,no,0,-1,7,5,0,0
260,E1 no cost,5,19,female,19,642045,83,5,0,bust,-1,-6,-5,no,0,-1,-17,7,0,0
261,E1 no cost,5,19,female,20,661027,28,7,4,bust,-1,-14,-3,no,0,-1,-11,4,1,328
262,E1 no cost,5,19,female,21,677643,82,4,4,bank,1,14,0,no,0,-1,7,4,1,356
263,E1 no cost,5,19,female,22,692781,89,4,4,bank,1,8,0,no,0,-1,15,5,0,0
264,E1 no cost,5,19,female,23,723494,65,5,0,bust,-1,7,-5,no,0,-1,8,7,0,0
265,E1 no cost,5,19,female,24,785449,6,7,6,bust,-1,-32,-1,no,0,-1,-6,5,1,330
